Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
1556;-0,4274;15,2874;0,08348;11,969;12,686;13,132;13,378;13,769;14,042;14,46;15,287;16,184;16,696;17,057;17,611;17,985;18,723;20,093;11,091;12,051;13,011;14,083;15,287;16,644;18,179;19,924;21,669
1557;-0,4281;15,287;0,08349;11,969;12,685;13,132;13,377;13,769;14,042;14,46;15,287;16,184;16,696;17,056;17,611;17,985;18,724;20,094;11,09;12,05;13,01;14,083;15,287;16,644;18,179;19,924;21,67
1558;-0,4289;15,2865;0,0835;11,968;12,685;13,131;13,377;13,768;14,041;14,459;15,287;16,183;16,696;17,056;17,611;17,985;18,724;20,094;11,09;12,05;13,009;14,082;15,286;16,643;18,179;19,925;21,671
1559;-0,4297;15,2861;0,08351;11,968;12,684;13,131;13,376;13,767;14,041;14,459;15,286;16,183;16,696;17,056;17,611;17,985;18,724;20,095;11,089;12,049;13,009;14,082;15,286;16,643;18,179;19,926;21,673
1560;-0,4305;15,2857;0,08353;11,967;12,683;13,13;13,376;13,767;14,04;14,458;15,286;16,183;16,696;17,056;17,611;17,986;18,725;20,097;11,089;12,049;13,008;14,081;15,286;16,643;18,179;19,927;21,675
1561;-0,4313;15,2852;0,08354;11,967;12,683;13,129;13,375;13,766;14,04;14,457;15,285;16,182;16,695;17,056;17,611;17,986;18,725;20,097;11,088;12,048;13,008;14,081;15,285;16,643;18,179;19,928;21,676
1562;-0,4321;15,2848;0,08355;11,966;12,683;13,129;13,375;13,766;14,039;14,457;15,285;16,182;16,695;17,056;17,611;17,986;18,725;20,098;11,088;12,048;13,007;14,08;15,285;16,642;18,18;19,928;21,677
1563;-0,4328;15,2844;0,08356;11,966;12,682;13,129;13,374;13,765;14,039;14,457;15,284;16,182;16,695;17,056;17,611;17,986;18,726;20,099;11,088;12,047;13,007;14,08;15,284;16,642;18,18;19,929;21,679
1564;-0,4336;15,2839;0,08357;11,965;12,682;13,128;13,374;13,765;14,038;14,456;15,284;16,181;16,695;17,055;17,611;17,986;18,726;20,099;11,087;12,047;13,006;14,079;15,284;16,642;18,18;19,93;21,68
1565;-0,4344;15,2835;0,08359;11,965;12,681;13,127;13,373;13,764;14,037;14,455;15,284;16,181;16,695;17,055;17,611;17,986;18,727;20,101;11,087;12,046;13,006;14,079;15,284;16,642;18,18;19,931;21,682
1566;-0,4352;15,283;0,0836;11,964;12,68;13,127;13,372;13,764;14,037;14,455;15,283;16,181;16,694;17,055;17,611;17,986;18,727;20,102;11,086;12,046;13,005;14,078;15,283;16,642;18,18;19,932;21,683
1567;-0,436;15,2826;0,08361;11,964;12,68;13,126;13,372;13,763;14,036;14,454;15,283;16,181;16,694;17,055;17,611;17,986;18,727;20,102;11,086;12,045;13,005;14,078;15,283;16,641;18,18;19,932;21,685
1568;-0,4368;15,2822;0,08362;11,963;12,679;13,126;13,371;13,763;14,036;14,454;15,282;16,18;16,694;17,055;17,611;17,987;18,727;20,103;11,086;12,045;13,004;14,077;15,282;16,641;18,181;19,933;21,686
1569;-0,4376;15,2817;0,08364;11,963;12,679;13,125;13,371;13,762;14,035;14,453;15,282;16,18;16,694;17,055;17,611;17,987;18,728;20,105;11,085;12,044;13,003;14,077;15,282;16,641;18,181;19,934;21,688
1570;-0,4384;15,2813;0,08365;11,962;12,678;13,125;13,37;13,761;14,035;14,453;15,281;16,18;16,693;17,055;17,611;17,987;18,728;20,105;11,085;12,044;13,003;14,076;15,281;16,641;18,181;19,935;21,689
1571;-0,4392;15,2809;0,08366;11,962;12,678;13,124;13,37;13,761;14,034;14,452;15,281;16,179;16,693;17,055;17,611;17,987;18,729;20,106;11,084;12,043;13,003;14,076;15,281;16,64;18,181;19,936;21,691
1572;-0,44;15,2805;0,08367;11,962;12,677;13,124;13,369;13,761;14,034;14,452;15,281;16,179;16,693;17,055;17,611;17,987;18,729;20,107;11,084;12,043;13,002;14,075;15,28;16,64;18,181;19,937;21,692
1573;-0,4408;15,28;0,08368;11,961;12,677;13,123;13,369;13,76;14,033;14,451;15,28;16,179;16,693;17,054;17,611;17,987;18,729;20,108;11,084;12,043;13,002;14,075;15,28;16,64;18,181;19,937;21,693
1574;-0,4417;15,2796;0,0837;11,96;12,676;13,122;13,368;13,759;14,033;14,451;15,28;16,179;16,693;17,054;17,612;17,988;18,73;20,109;11,083;12,042;13,001;14,074;15,28;16,64;18,182;19,939;21,696
1575;-0,4425;15,2792;0,08371;11,96;12,676;13,122;13,368;13,759;14,032;14,45;15,279;16,178;16,693;17,054;17,612;17,988;18,73;20,11;11,083;12,042;13;14,074;15,279;16,64;18,182;19,94;21,697
1576;-0,4433;15,2787;0,08372;11,96;12,675;13,122;13,367;13,758;14,032;14,45;15,279;16,178;16,692;17,054;17,611;17,988;18,73;20,111;11,082;12,041;13;14,073;15,279;16,639;18,182;19,94;21,698
1577;-0,4441;15,2783;0,08373;11,959;12,675;13,121;13,367;13,758;14,031;14,449;15,278;16,178;16,692;17,054;17,611;17,988;18,731;20,111;11,082;12,041;12,999;14,073;15,278;16,639;18,182;19,941;21,699
1578;-0,4449;15,2779;0,08375;11,959;12,674;13,12;13,366;13,757;14,031;14,449;15,278;16,177;16,692;17,054;17,612;17,988;18,731;20,113;11,081;12,04;12,999;14,072;15,278;16,639;18,183;19,942;21,702
1579;-0,4457;15,2775;0,08376;11,958;12,674;13,12;13,365;13,757;14,03;14,448;15,278;16,177;16,692;17,054;17,612;17,988;18,732;20,114;11,081;12,04;12,998;14,071;15,278;16,639;18,183;19,943;21,703
1580;-0,4465;15,277;0,08377;11,958;12,673;13,119;13,365;13,756;14,03;14,448;15,277;16,177;16,691;17,054;17,612;17,988;18,732;20,114;11,081;12,039;12,998;14,071;15,277;16,639;18,183;19,944;21,704
1581;-0,4474;15,2766;0,08378;11,957;12,673;13,119;13,364;13,756;14,029;14,447;15,277;16,176;16,691;17,053;17,612;17,988;18,732;20,115;11,08;12,039;12,997;14,07;15,277;16,638;18,183;19,944;21,706
1582;-0,4482;15,2762;0,08379;11,957;12,672;13,118;13,364;13,755;14,029;14,447;15,276;16,176;16,691;17,053;17,612;17,988;18,733;20,116;11,08;12,038;12,997;14,07;15,276;16,638;18,183;19,945;21,707
1583;-0,449;15,2758;0,08381;11,956;12,672;13,118;13,363;13,755;14,028;14,446;15,276;16,176;16,691;17,053;17,612;17,989;18,733;20,118;11,079;12,038;12,996;14,069;15,276;16,638;18,184;19,947;21,709
1584;-0,4498;15,2753;0,08382;11,956;12,671;13,117;13,363;13,754;14,027;14,446;15,275;16,176;16,691;17,053;17,612;17,989;18,734;20,118;11,079;12,037;12,996;14,069;15,275;16,638;18,184;19,947;21,711
1585;-0,4507;15,2749;0,08383;11,956;12,671;13,117;13,362;13,754;14,027;14,445;15,275;16,175;16,691;17,053;17,612;17,989;18,734;20,119;11,079;12,037;12,995;14,068;15,275;16,638;18,184;19,948;21,712
1586;-0,4515;15,2745;0,08384;11,955;12,67;13,116;13,362;13,753;14,027;14,445;15,275;16,175;16,69;17,053;17,612;17,989;18,734;20,12;11,078;12,037;12,995;14,068;15,274;16,637;18,184;19,949;21,713
1587;-0,4523;15,2741;0,08386;11,955;12,67;13,116;13,361;13,752;14,026;14,444;15,274;16,175;16,69;17,053;17,612;17,99;18,735;20,122;11,078;12,036;12,994;14,067;15,274;16,637;18,185;19,95;21,716
1588;-0,4532;15,2737;0,08387;11,954;12,669;13,115;13,361;13,752;14,025;14,444;15,274;16,175;16,69;17,053;17,612;17,99;18,735;20,123;11,077;12,036;12,994;14,067;15,274;16,637;18,185;19,951;21,717
1589;-0,454;15,2732;0,08388;11,954;12,669;13,115;13,36;13,751;14,025;14,443;15,273;16,174;16,69;17,053;17,612;17,99;18,736;20,123;11,077;12,035;12,993;14,066;15,273;16,637;18,185;19,952;21,718
1590;-0,4548;15,2728;0,08389;11,953;12,668;13,114;13,36;13,751;14,024;14,443;15,273;16,174;16,69;17,053;17,612;17,99;18,736;20,124;11,077;12,035;12,993;14,066;15,273;16,637;18,185;19,952;21,72
1591;-0,4557;15,2724;0,08391;11,953;12,668;13,114;13,359;13,75;14,024;14,442;15,272;16,174;16,69;17,053;17,612;17,99;18,737;20,126;11,076;12,034;12,992;14,065;15,272;16,637;18,186;19,954;21,722
1592;-0,4565;15,272;0,08392;11,952;12,667;13,113;13,359;13,75;14,023;14,442;15,272;16,173;16,689;17,053;17,612;17,99;18,737;20,126;11,076;12,034;12,992;14,065;15,272;16,636;18,186;19,955;21,724
1593;-0,4574;15,2716;0,08393;11,952;12,667;13,113;13,358;13,749;14,023;14,441;15,272;16,173;16,689;17,052;17,612;17,99;18,737;20,127;11,075;12,033;12,991;14,064;15,272;16,636;18,186;19,955;21,725
1594;-0,4582;15,2712;0,08394;11,952;12,666;13,112;13,358;13,749;14,022;14,441;15,271;16,173;16,689;17,052;17,612;17,991;18,738;20,128;11,075;12,033;12,991;14,064;15,271;16,636;18,186;19,956;21,726
1595;-0,459;15,2708;0,08395;11,951;12,666;13,112;13,357;13,748;14,022;14,441;15,271;16,173;16,689;17,052;17,612;17,991;18,738;20,129;11,075;12,033;12,99;14,063;15,271;16,636;18,186;19,957;21,728
1596;-0,4599;15,2703;0,08397;11,951;12,665;13,111;13,356;13,748;14,021;14,44;15,27;16,172;16,689;17,052;17,613;17,991;18,739;20,13;11,074;12,032;12,989;14,063;15,27;16,636;18,187;19,958;21,73
1597;-0,4607;15,2699;0,08398;11,95;12,665;13,111;13,356;13,747;14,021;14,439;15,27;16,172;16,688;17,052;17,613;17,991;18,739;20,131;11,074;12,031;12,989;14,062;15,27;16,635;18,187;19,959;21,731
1598;-0,4616;15,2695;0,08399;11,95;12,664;13,11;13,356;13,747;14,02;14,439;15,27;16,172;16,688;17,052;17,613;17,991;18,739;20,132;11,074;12,031;12,989;14,062;15,27;16,635;18,187;19,96;21,733
1599;-0,4624;15,2691;0,084;11,949;12,664;13,11;13,355;13,746;14,02;14,439;15,269;16,171;16,688;17,052;17,613;17,991;18,74;20,133;11,073;12,031;12,988;14,061;15,269;16,635;18,187;19,961;21,734
1600;-0,4633;15,2687;0,08402;11,949;12,663;13,109;13,354;13,746;14,019;14,438;15,269;16,171;16,688;17,052;17,613;17,992;18,741;20,135;11,073;12,03;12,987;14,061;15,269;16,635;18,188;19,962;21,737
1601;-0,4641;15,2683;0,08403;11,948;12,663;13,109;13,354;13,745;14,019;14,438;15,268;16,171;16,688;17,052;17,613;17,992;18,741;20,135;11,072;12,03;12,987;14,06;15,268;16,635;18,188;19,963;21,738
1602;-0,465;15,2679;0,08404;11,948;12,662;13,108;13,354;13,745;14,018;14,437;15,268;16,171;16,688;17,052;17,613;17,992;18,741;20,136;11,072;12,029;12,987;14,06;15,268;16,634;18,188;19,964;21,739
1603;-0,4659;15,2675;0,08405;11,948;12,662;13,108;13,353;13,744;14,018;14,437;15,268;16,17;16,687;17,051;17,613;17,992;18,742;20,137;11,072;12,029;12,986;14,059;15,268;16,634;18,188;19,965;21,741
1604;-0,4667;15,2671;0,08407;11,947;12,661;13,107;13,352;13,744;14,017;14,436;15,267;16,17;16,687;17,052;17,613;17,993;18,742;20,139;11,071;12,028;12,985;14,059;15,267;16,634;18,189;19,966;21,743
1605;-0,4676;15,2667;0,08408;11,947;12,661;13,107;13,352;13,743;14,017;14,436;15,267;16,17;16,687;17,051;17,613;17,993;18,743;20,14;11,071;12,028;12,985;14,058;15,267;16,634;18,189;19,967;21,745
1606;-0,4684;15,2662;0,08409;11,946;12,66;13,106;13,351;13,743;14,016;14,435;15,266;16,169;16,687;17,051;17,613;17,993;18,743;20,14;11,071;12,028;12,985;14,058;15,266;16,634;18,189;19,967;21,746
1607;-0,4693;15,2658;0,0841;11,946;12,66;13,106;13,351;13,742;14,016;14,435;15,266;16,169;16,687;17,051;17,613;17,993;18,743;20,141;11,07;12,027;12,984;14,057;15,266;16,634;18,189;19,968;21,747
1608;-0,4702;15,2654;0,08412;11,945;12,659;13,105;13,35;13,742;14,015;14,434;15,265;16,169;16,687;17,051;17,613;17,993;18,744;20,143;11,07;12,027;12,983;14,057;15,265;16,633;18,19;19,97;21,75
1609;-0,471;15,265;0,08413;11,945;12,659;13,104;13,35;13,741;14,015;14,434;15,265;16,169;16,686;17,051;17,613;17,993;18,744;20,144;11,069;12,026;12,983;14,056;15,265;16,633;18,19;19,971;21,751
1610;-0,4719;15,2646;0,08414;11,945;12,658;13,104;13,349;13,741;14,014;14,433;15,265;16,168;16,686;17,051;17,613;17,993;18,745;20,145;11,069;12,026;12,983;14,056;15,265;16,633;18,19;19,971;21,753
1611;-0,4728;15,2642;0,08415;11,944;12,658;13,104;13,349;13,74;14,014;14,433;15,264;16,168;16,686;17,051;17,613;17,994;18,745;20,146;11,069;12,025;12,982;14,055;15,264;16,633;18,19;19,972;21,754
1612;-0,4736;15,2638;0,08417;11,944;12,657;13,103;13,348;13,74;14,013;14,432;15,264;16,168;16,686;17,051;17,614;17,994;18,746;20,147;11,068;12,025;12,981;14,055;15,264;16,633;18,191;19,974;21,757
1613;-0,4745;15,2634;0,08418;11,943;12,657;13,102;13,348;13,739;14,013;14,432;15,263;16,168;16,686;17,051;17,614;17,994;18,746;20,148;11,068;12,024;12,981;14,054;15,263;16,633;18,191;19,975;21,758
1614;-0,4754;15,263;0,08419;11,943;12,656;13,102;13,347;13,739;14,012;14,431;15,263;16,167;16,686;17,051;17,614;17,994;18,747;20,149;11,068;12,024;12,981;14,054;15,263;16,632;18,191;19,975;21,76
1615;-0,4762;15,2626;0,0842;11,943;12,656;13,102;13,347;13,738;14,012;14,431;15,263;16,167;16,685;17,051;17,614;17,994;18,747;20,15;11,067;12,024;12,98;14,053;15,263;16,632;18,191;19,976;21,761
1616;-0,4771;15,2622;0,08422;11,942;12,655;13,101;13,346;13,738;14,011;14,43;15,262;16,167;16,685;17,051;17,614;17,995;18,748;20,151;11,067;12,023;12,979;14,053;15,262;16,632;18,192;19,978;21,763
1617;-0,478;15,2618;0,08423;11,942;12,655;13,1;13,346;13,737;14,011;14,43;15,262;16,167;16,685;17,051;17,614;17,995;18,748;20,152;11,066;12,023;12,979;14,052;15,262;16,632;18,192;19,978;21,765
1618;-0,4789;15,2614;0,08424;11,941;12,655;13,1;13,345;13,737;14,01;14,429;15,261;16,166;16,685;17,05;17,614;17,995;18,748;20,153;11,066;12,022;12,979;14,052;15,261;16,632;18,192;19,979;21,766
1619;-0,4798;15,261;0,08425;11,941;12,654;13,1;13,345;13,736;14,01;14,429;15,261;16,166;16,685;17,05;17,614;17,995;18,749;20,154;11,066;12,022;12,978;14,051;15,261;16,632;18,192;19,98;21,768
1620;-0,4806;15,2606;0,08427;11,94;12,653;13,099;13,344;13,736;14,009;14,428;15,261;16,166;16,685;17,05;17,614;17,996;18,75;20,156;11,065;12,021;12,977;14,051;15,261;16,631;18,193;19,982;21,77
1621;-0,4815;15,2602;0,08428;11,94;12,653;13,098;13,344;13,735;14,009;14,428;15,26;16,166;16,685;17,05;17,614;17,996;18,75;20,157;11,065;12,021;12,977;14,05;15,26;16,631;18,193;19,982;21,772
1622;-0,4824;15,2598;0,08429;11,94;12,653;13,098;13,343;13,735;14,008;14,427;15,26;16,165;16,684;17,05;17,614;17,996;18,75;20,158;11,065;12,021;12,977;14,05;15,26;16,631;18,193;19,983;21,773
1623;-0,4833;15,2594;0,08431;11,939;12,652;13,097;13,343;13,734;14,008;14,427;15,259;16,165;16,684;17,05;17,615;17,996;18,751;20,159;11,064;12,02;12,976;14,049;15,259;16,631;18,194;19,985;21,776
1624;-0,4842;15,259;0,08432;11,939;12,652;13,097;13,342;13,734;14,007;14,426;15,259;16,165;16,684;17,05;17,615;17,997;18,752;20,16;11,064;12,02;12,975;14,049;15,259;16,631;18,194;19,986;21,777
1625;-0,4851;15,2586;0,08433;11,938;12,651;13,096;13,342;13,733;14,007;14,426;15,259;16,165;16,684;17,05;17,615;17,997;18,752;20,161;11,064;12,019;12,975;14,048;15,259;16,631;18,194;19,987;21,779
1626;-0,486;15,2582;0,08434;11,938;12,651;13,096;13,341;13,733;14,006;14,426;15,258;16,164;16,684;17,05;17,615;17,997;18,752;20,162;11,063;12,019;12,975;14,048;15,258;16,63;18,194;19,987;21,78
1627;-0,4869;15,2579;0,08436;11,937;12,65;13,095;13,341;13,732;14,006;14,425;15,258;16,164;16,684;17,05;17,615;17,997;18,753;20,164;11,063;12,018;12,974;14,047;15,258;16,631;18,195;19,989;21,783
1628;-0,4877;15,2575;0,08437;11,937;12,65;13,095;13,34;13,732;14,005;14,425;15,258;16,164;16,684;17,05;17,615;17,997;18,754;20,165;11,062;12,018;12,974;14,047;15,258;16,63;18,195;19,99;21,784
1629;-0,4886;15,2571;0,08438;11,937;12,649;13,095;13,34;13,731;14,005;14,424;15,257;16,164;16,684;17,05;17,615;17,998;18,754;20,165;11,062;12,018;12,973;14,046;15,257;16,63;18,195;19,991;21,786
1630;-0,4895;15,2567;0,08439;11,936;12,649;13,094;13,339;13,731;14,004;14,424;15,257;16,163;16,683;17,05;17,615;17,998;18,754;20,166;11,062;12,017;12,973;14,046;15,257;16,63;18,196;19,991;21,787
1631;-0,4904;15,2563;0,08441;11,936;12,648;13,093;13,339;13,73;14,004;14,423;15,256;16,163;16,683;17,05;17,616;17,998;18,755;20,168;11,061;12,017;12,972;14,045;15,256;16,63;18,196;19,993;21,79
1632;-0,4913;15,2559;0,08442;11,935;12,648;13,093;13,338;13,73;14,003;14,423;15,256;16,163;16,683;17,05;17,616;17,998;18,756;20,169;11,061;12,016;12,972;14,045;15,256;16,63;18,196;19,994;21,791
1633;-0,4922;15,2555;0,08443;11,935;12,647;13,093;13,338;13,729;14,003;14,422;15,256;16,163;16,683;17,05;17,616;17,998;18,756;20,17;11,061;12,016;12,971;14,044;15,256;16,629;18,197;19,995;21,793
1634;-0,4931;15,2551;0,08444;11,935;12,647;13,092;13,337;13,729;14,002;14,422;15,255;16,162;16,683;17,05;17,616;17,999;18,756;20,171;11,061;12,016;12,971;14,044;15,255;16,629;18,197;19,996;21,794
1635;-0,494;15,2547;0,08446;11,934;12,646;13,091;13,337;13,728;14,002;14,421;15,255;16,162;16,683;17,05;17,616;17,999;18,757;20,172;11,06;12,015;12,97;14,043;15,255;16,629;18,197;19,997;21,797
1636;-0,4949;15,2543;0,08447;11,934;12,646;13,091;13,336;13,728;14,001;14,421;15,254;16,162;16,683;17,05;17,616;17,999;18,757;20,173;11,06;12,015;12,97;14,043;15,254;16,629;18,197;19,998;21,798
1637;-0,4958;15,254;0,08448;11,933;12,646;13,091;13,336;13,727;14,001;14,421;15,254;16,162;16,682;17,05;17,616;17,999;18,758;20,174;11,059;12,014;12,969;14,042;15,254;16,629;18,198;19,999;21,8
1638;-0,4968;15,2536;0,0845;11,933;12,645;13,09;13,335;13,727;14;14,42;15,254;16,162;16,682;17,05;17,617;18;18,759;20,176;11,059;12,014;12,969;14,042;15,254;16,629;18,198;20,001;21,803
1639;-0,4977;15,2532;0,08451;11,932;12,645;13,09;13,335;13,726;14;14,42;15,253;16,161;16,682;17,05;17,617;18;18,759;20,177;11,059;12,013;12,968;14,041;15,253;16,629;18,199;20,001;21,804
1640;-0,4986;15,2528;0,08452;11,932;12,644;13,089;13,334;13,726;14;14,419;15,253;16,161;16,682;17,049;17,617;18;18,76;20,178;11,058;12,013;12,968;14,041;15,253;16,628;18,199;20,002;21,806
1641;-0,4995;15,2524;0,08453;11,932;12,644;13,089;13,334;13,725;13,999;14,419;15,252;16,161;16,682;17,049;17,617;18;18,76;20,179;11,058;12,013;12,967;14,04;15,252;16,628;18,199;20,003;21,807
1642;-0,5004;15,252;0,08455;11,931;12,643;13,088;13,333;13,725;13,998;14,418;15,252;16,16;16,682;17,049;17,617;18,001;18,761;20,181;11,057;12,012;12,967;14,04;15,252;16,628;18,2;20,005;21,81
1643;-0,5013;15,2516;0,08456;11,931;12,643;13,088;13,333;13,724;13,998;14,418;15,252;16,16;16,682;17,049;17,617;18,001;18,761;20,182;11,057;12,012;12,966;14,039;15,252;16,628;18,2;20,006;21,811
1644;-0,5022;15,2513;0,08457;11,931;12,642;13,087;13,332;13,724;13,998;14,417;15,251;16,16;16,682;17,049;17,617;18,001;18,762;20,183;11,057;12,011;12,966;14,039;15,251;16,628;18,2;20,006;21,813
1645;-0,5031;15,2509;0,08459;11,93;12,642;13,087;13,332;13,723;13,997;14,417;15,251;16,16;16,682;17,049;17,617;18,002;18,763;20,184;11,056;12,011;12,965;14,038;15,251;16,628;18,201;20,008;21,815
1646;-0,504;15,2505;0,0846;11,93;12,641;13,086;13,331;13,723;13,997;14,416;15,251;16,16;16,681;17,049;17,617;18,002;18,763;20,185;11,056;12,01;12,965;14,038;15,25;16,628;18,201;20,009;21,817
1647;-0,505;15,2501;0,08461;11,929;12,641;13,086;13,331;13,722;13,996;14,416;15,25;16,159;16,681;17,049;17,617;18,002;18,763;20,186;11,056;12,01;12,964;14,038;15,25;16,627;18,201;20,01;21,819
1648;-0,5059;15,2497;0,08462;11,929;12,64;13,085;13,33;13,722;13,996;14,415;15,25;16,159;16,681;17,049;17,617;18,002;18,764;20,187;11,056;12,01;12,964;14,037;15,25;16,627;18,201;20,011;21,82
1649;-0,5068;15,2494;0,08464;11,928;12,64;13,085;13,33;13,721;13,995;14,415;15,249;16,159;16,681;17,049;17,618;18,003;18,765;20,189;11,055;12,009;12,963;14,037;15,249;16,627;18,202;20,012;21,823
