Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
884;-0,454;15,8291;0,0783;12,582;13,288;13,726;13,967;14,35;14,617;15,024;15,829;16,698;17,194;17,541;18,076;18,435;19,144;20,454;11,718;12,663;13,607;14,657;15,829;17,143;18,621;20,292;21,964
885;-0,4531;15,8279;0,0783;12,581;13,286;13,725;13,966;14,348;14,615;15,023;15,828;16,697;17,192;17,54;18,074;18,434;19,142;20,452;11,717;12,661;13,606;14,656;15,828;17,141;18,619;20,29;21,961
886;-0,4521;15,8267;0,07831;12,579;13,285;13,724;13,964;14,347;14,614;15,022;15,827;16,696;17,191;17,539;18,073;18,433;19,141;20,45;11,715;12,66;13,604;14,654;15,827;17,14;18,618;20,289;21,959
887;-0,4512;15,8256;0,07831;12,578;13,284;13,722;13,963;14,346;14,613;15,021;15,826;16,695;17,19;17,537;18,071;18,431;19,139;20,448;11,714;12,659;13,603;14,653;15,826;17,139;18,617;20,287;21,957
888;-0,4502;15,8244;0,07831;12,577;13,283;13,721;13,962;14,345;14,612;15,02;15,824;16,693;17,188;17,536;18,07;18,429;19,137;20,446;11,713;12,657;13,602;14,652;15,824;17,138;18,615;20,285;21,954
889;-0,4493;15,8232;0,07832;12,575;13,281;13,72;13,961;14,344;14,611;15,018;15,823;16,692;17,187;17,535;18,069;18,428;19,136;20,444;11,711;12,656;13,6;14,651;15,823;17,136;18,614;20,283;21,952
890;-0,4484;15,8221;0,07832;12,574;13,28;13,719;13,96;14,343;14,61;15,017;15,822;16,691;17,186;17,533;18,067;18,427;19,134;20,442;11,71;12,655;13,599;14,65;15,822;17,135;18,612;20,281;21,95
891;-0,4474;15,8209;0,07832;12,573;13,279;13,718;13,958;14,341;14,608;15,016;15,821;16,69;17,185;17,532;18,066;18,425;19,132;20,44;11,708;12,653;13,598;14,649;15,821;17,134;18,611;20,279;21,947
892;-0,4465;15,8197;0,07833;12,571;13,277;13,716;13,957;14,34;14,607;15,015;15,82;16,689;17,183;17,531;18,065;18,424;19,131;20,439;11,707;12,652;13,597;14,647;15,82;17,133;18,609;20,277;21,946
893;-0,4456;15,8186;0,07833;12,57;13,276;13,715;13,956;14,339;14,606;15,014;15,819;16,687;17,182;17,529;18,063;18,422;19,13;20,436;11,705;12,651;13,596;14,646;15,819;17,131;18,608;20,275;21,943
894;-0,4446;15,8174;0,07834;12,568;13,275;13,714;13,955;14,338;14,605;15,012;15,817;16,686;17,181;17,528;18,062;18,421;19,128;20,435;11,704;12,649;13,594;14,645;15,817;17,13;18,607;20,274;21,941
895;-0,4437;15,8162;0,07834;12,567;13,274;13,713;13,953;14,337;14,604;15,011;15,816;16,685;17,18;17,527;18,06;18,42;19,126;20,433;11,702;12,648;13,593;14,644;15,816;17,129;18,605;20,272;21,939
896;-0,4428;15,8151;0,07834;12,566;13,273;13,711;13,952;14,335;14,603;15,01;15,815;16,684;17,178;17,526;18,059;18,418;19,125;20,431;11,701;12,647;13,592;14,643;15,815;17,128;18,603;20,27;21,936
897;-0,4419;15,8139;0,07835;12,564;13,271;13,71;13,951;14,334;14,601;15,009;15,814;16,683;17,177;17,524;18,058;18,417;19,124;20,429;11,699;12,645;13,591;14,642;15,814;17,127;18,602;20,268;21,935
898;-0,441;15,8127;0,07835;12,563;13,27;13,709;13,95;14,333;14,6;15,008;15,813;16,681;17,176;17,523;18,056;18,415;19,122;20,427;11,698;12,644;13,589;14,64;15,813;17,125;18,601;20,266;21,932
899;-0,4401;15,8116;0,07835;12,562;13,269;13,708;13,949;14,332;14,599;15,007;15,812;16,68;17,175;17,522;18,055;18,414;19,12;20,425;11,697;12,643;13,588;14,639;15,812;17,124;18,599;20,264;21,93
900;-0,4391;15,8104;0,07836;12,56;13,267;13,706;13,947;14,331;14,598;15,006;15,81;16,679;17,173;17,521;18,054;18,413;19,119;20,423;11,695;12,641;13,587;14,638;15,81;17,123;18,598;20,263;21,928
901;-0,4382;15,8093;0,07836;12,559;13,266;13,705;13,946;14,33;14,597;15,004;15,809;16,678;17,172;17,519;18,052;18,411;19,117;20,421;11,694;12,64;13,586;14,637;15,809;17,122;18,596;20,261;21,925
902;-0,4373;15,8081;0,07837;12,558;13,265;13,704;13,945;14,328;14,595;15,003;15,808;16,677;17,171;17,518;18,051;18,41;19,116;20,42;11,692;12,638;13,584;14,636;15,808;17,12;18,595;20,259;21,924
903;-0,4364;15,8069;0,07837;12,556;13,264;13,703;13,944;14,327;14,594;15,002;15,807;16,675;17,17;17,517;18,05;18,408;19,114;20,418;11,691;12,637;13,583;14,635;15,807;17,119;18,593;20,257;21,921
904;-0,4355;15,8058;0,07837;12,555;13,262;13,702;13,943;14,326;14,593;15,001;15,806;16,674;17,168;17,515;18,048;18,407;19,112;20,416;11,69;12,636;13,582;14,634;15,806;17,118;18,592;20,255;21,919
905;-0,4346;15,8046;0,07838;12,554;13,261;13,7;13,941;14,325;14,592;15;15,805;16,673;17,167;17,514;18,047;18,406;19,111;20,414;11,688;12,634;13,581;14,632;15,805;17,117;18,591;20,254;21,917
906;-0,4337;15,8035;0,07838;12,552;13,26;13,699;13,94;14,324;14,591;14,999;15,804;16,672;17,166;17,513;18,046;18,404;19,109;20,412;11,687;12,633;13,58;14,631;15,804;17,115;18,589;20,252;21,915
907;-0,4328;15,8023;0,07839;12,551;13,258;13,698;13,939;14,322;14,59;14,997;15,802;16,671;17,165;17,512;18,044;18,403;19,108;20,411;11,685;12,632;13,578;14,63;15,802;17,114;18,588;20,25;21,913
908;-0,4319;15,8012;0,07839;12,55;13,257;13,697;13,938;14,321;14,588;14,996;15,801;16,669;17,164;17,51;18,043;18,401;19,107;20,409;11,684;12,63;13,577;14,629;15,801;17,113;18,586;20,248;21,91
909;-0,431;15,8;0,07839;12,548;13,256;13,696;13,937;14,32;14,587;14,995;15,8;16,668;17,162;17,509;18,041;18,4;19,105;20,407;11,682;12,629;13,576;14,628;15,8;17,112;18,585;20,246;21,908
910;-0,4301;15,7989;0,0784;12,547;13,255;13,694;13,935;14,319;14,586;14,994;15,799;16,667;17,161;17,508;18,04;18,399;19,104;20,405;11,681;12,628;13,575;14,626;15,799;17,111;18,584;20,245;21,906
911;-0,4293;15,7977;0,0784;12,546;13,254;13,693;13,934;14,318;14,585;14,993;15,798;16,666;17,16;17,506;18,039;18,397;19,102;20,403;11,679;12,626;13,573;14,625;15,798;17,109;18,582;20,243;21,904
912;-0,4284;15,7966;0,07841;12,544;13,252;13,692;13,933;14,316;14,584;14,992;15,797;16,665;17,159;17,505;18,038;18,396;19,101;20,402;11,678;12,625;13,572;14,624;15,797;17,108;18,581;20,242;21,902
913;-0,4275;15,7954;0,07841;12,543;13,251;13,691;13,932;14,315;14,583;14,991;15,795;16,663;17,157;17,504;18,036;18,394;19,099;20,4;11,677;12,624;13,571;14,623;15,795;17,107;18,579;20,239;21,9
914;-0,4266;15,7943;0,07841;12,542;13,25;13,69;13,931;14,314;14,582;14,99;15,794;16,662;17,156;17,503;18,035;18,393;19,097;20,398;11,675;12,623;13,57;14,622;15,794;17,106;18,578;20,237;21,897
915;-0,4257;15,7931;0,07842;12,54;13,248;13,688;13,929;14,313;14,58;14,988;15,793;16,661;17,155;17,501;18,034;18,392;19,096;20,396;11,674;12,621;13,568;14,621;15,793;17,104;18,576;20,236;21,896
916;-0,4249;15,792;0,07842;12,539;13,247;13,687;13,928;14,312;14,579;14,987;15,792;16,66;17,154;17,5;18,032;18,39;19,094;20,394;11,672;12,62;13,567;14,62;15,792;17,103;18,575;20,234;21,893
917;-0,424;15,7908;0,07843;12,537;13,246;13,686;13,927;14,311;14,578;14,986;15,791;16,659;17,153;17,499;18,031;18,389;19,093;20,393;11,671;12,618;13,566;14,618;15,791;17,102;18,574;20,233;21,892
918;-0,4231;15,7897;0,07843;12,536;13,245;13,685;13,926;14,31;14,577;14,985;15,79;16,657;17,151;17,498;18,03;18,388;19,091;20,391;11,669;12,617;13,565;14,617;15,79;17,101;18,572;20,231;21,889
919;-0,4222;15,7885;0,07843;12,535;13,244;13,683;13,925;14,308;14,576;14,984;15,789;16,656;17,15;17,496;18,028;18,386;19,09;20,388;11,668;12,616;13,564;14,616;15,788;17,099;18,571;20,229;21,887
920;-0,4214;15,7874;0,07844;12,534;13,242;13,682;13,923;14,307;14,575;14,983;15,787;16,655;17,149;17,495;18,027;18,385;19,089;20,387;11,666;12,614;13,562;14,615;15,787;17,098;18,569;20,227;21,885
921;-0,4205;15,7862;0,07844;12,532;13,241;13,681;13,922;14,306;14,573;14,981;15,786;16,654;17,148;17,494;18,026;18,383;19,087;20,385;11,665;12,613;13,561;14,614;15,786;17,097;18,568;20,225;21,883
922;-0,4196;15,7851;0,07845;12,531;13,24;13,68;13,921;14,305;14,572;14,98;15,785;16,653;17,146;17,493;18,024;18,382;19,086;20,384;11,664;12,612;13,56;14,613;15,785;17,096;18,567;20,224;21,881
923;-0,4188;15,7839;0,07845;12,53;13,238;13,678;13,92;14,304;14,571;14,979;15,784;16,651;17,145;17,491;18,023;18,381;19,084;20,382;11,662;12,61;13,559;14,611;15,784;17,095;18,565;20,222;21,879
924;-0,4179;15,7828;0,07845;12,528;13,237;13,677;13,919;14,303;14,57;14,978;15,783;16,65;17,144;17,49;18,022;18,379;19,082;20,379;11,661;12,609;13,558;14,61;15,783;17,093;18,564;20,22;21,876
925;-0,4171;15,7817;0,07846;12,527;13,236;13,676;13,918;14,301;14,569;14,977;15,782;16,649;17,143;17,489;18,02;18,378;19,081;20,378;11,659;12,608;13,556;14,609;15,782;17,092;18,562;20,219;21,875
926;-0,4162;15,7805;0,07846;12,526;13,235;13,675;13,916;14,3;14,568;14,976;15,781;16,648;17,141;17,488;18,019;18,376;19,079;20,376;11,658;12,607;13,555;14,608;15,78;17,091;18,561;20,216;21,872
927;-0,4154;15,7794;0,07847;12,524;13,233;13,674;13,915;14,299;14,566;14,975;15,779;16,647;17,14;17,487;18,018;18,375;19,078;20,375;11,656;12,605;13,554;14,607;15,779;17,09;18,56;20,215;21,871
928;-0,4145;15,7782;0,07847;12,523;13,232;13,672;13,914;14,298;14,565;14,973;15,778;16,646;17,139;17,485;18,016;18,374;19,076;20,373;11,655;12,604;13,553;14,606;15,778;17,088;18,558;20,213;21,868
929;-0,4137;15,7771;0,07848;12,522;13,231;13,671;13,913;14,297;14,564;14,972;15,777;16,645;17,138;17,484;18,015;18,373;19,075;20,371;11,654;12,602;13,551;14,604;15,777;17,087;18,557;20,212;21,867
930;-0,4128;15,776;0,07848;12,52;13,23;13,67;13,912;14,296;14,563;14,971;15,776;16,643;17,137;17,483;18,014;18,371;19,074;20,369;11,652;12,601;13,55;14,603;15,776;17,086;18,555;20,21;21,864
931;-0,412;15,7748;0,07848;12,519;13,229;13,669;13,91;14,294;14,562;14,97;15,775;16,642;17,135;17,481;18,012;18,37;19,072;20,367;11,651;12,6;13,549;14,602;15,775;17,085;18,554;20,208;21,862
932;-0,4111;15,7737;0,07849;12,518;13,227;13,668;13,909;14,293;14,561;14,969;15,774;16,641;17,134;17,48;18,011;18,368;19,071;20,366;11,649;12,599;13,548;14,601;15,774;17,084;18,553;20,207;21,86
933;-0,4103;15,7726;0,07849;12,516;13,226;13,667;13,908;14,292;14,56;14,968;15,773;16,64;17,133;17,479;18,01;18,367;19,069;20,364;11,648;12,597;13,547;14,6;15,773;17,083;18,551;20,205;21,858
934;-0,4095;15,7714;0,0785;12,515;13,225;13,665;13,907;14,291;14,558;14,967;15,771;16,639;17,132;17,478;18,009;18,366;19,068;20,362;11,647;12,596;13,545;14,599;15,771;17,081;18,55;20,203;21,856
935;-0,4086;15,7703;0,0785;12,514;13,224;13,664;13,906;14,29;14,557;14,965;15,77;16,637;17,131;17,476;18,007;18,364;19,066;20,36;11,645;12,595;13,544;14,598;15,77;17,08;18,549;20,201;21,854
936;-0,4078;15,7692;0,0785;12,513;13,223;13,663;13,905;14,289;14,556;14,964;15,769;16,636;17,129;17,475;18,006;18,363;19,065;20,358;11,644;12,594;13,543;14,597;15,769;17,079;18,547;20,199;21,852
937;-0,407;15,768;0,07851;12,511;13,221;13,662;13,903;14,287;14,555;14,963;15,768;16,635;17,128;17,474;18,005;18,362;19,063;20,357;11,642;12,592;13,542;14,595;15,768;17,078;18,546;20,198;21,85
938;-0,4062;15,7669;0,07851;12,51;13,22;13,661;13,902;14,286;14,554;14,962;15,767;16,634;17,127;17,473;18,003;18,36;19,062;20,355;11,641;12,591;13,541;14,594;15,767;17,076;18,544;20,196;21,848
939;-0,4053;15,7658;0,07852;12,508;13,219;13,659;13,901;14,285;14,553;14,961;15,766;16,633;17,126;17,472;18,002;18,359;19,061;20,354;11,64;12,589;13,539;14,593;15,766;17,075;18,543;20,195;21,846
940;-0,4045;15,7646;0,07852;12,507;13,217;13,658;13,9;14,284;14,552;14,96;15,765;16,632;17,125;17,47;18,001;18,358;19,059;20,352;11,638;12,588;13,538;14,592;15,765;17,074;18,542;20,193;21,844
941;-0,4037;15,7635;0,07853;12,506;13,216;13,657;13,899;14,283;14,55;14,959;15,764;16,631;17,124;17,469;18;18,356;19,058;20,35;11,637;12,587;13,537;14,591;15,764;17,073;18,54;20,191;21,842
942;-0,4029;15,7624;0,07853;12,505;13,215;13,656;13,897;14,282;14,549;14,958;15,762;16,629;17,122;17,468;17,998;18,355;19,056;20,348;11,636;12,586;13,536;14,59;15,762;17,072;18,539;20,189;21,84
943;-0,4021;15,7612;0,07853;12,503;13,214;13,655;13,896;14,28;14,548;14,956;15,761;16,628;17,121;17,466;17,997;18,353;19,054;20,346;11,634;12,584;13,535;14,589;15,761;17,07;18,537;20,187;21,837
944;-0,4013;15,7601;0,07854;12,502;13,212;13,653;13,895;14,279;14,547;14,955;15,76;16,627;17,12;17,465;17,996;18,352;19,053;20,345;11,633;12,583;13,533;14,587;15,76;17,069;18,536;20,186;21,836
945;-0,4005;15,759;0,07854;12,501;13,211;13,652;13,894;14,278;14,546;14,954;15,759;16,626;17,119;17,464;17,994;18,351;19,052;20,343;11,631;12,582;13,532;14,586;15,759;17,068;18,535;20,184;21,834
946;-0,3997;15,7579;0,07855;12,499;13,21;13,651;13,893;14,277;14,545;14,953;15,758;16,625;17,118;17,463;17,993;18,35;19,051;20,342;11,63;12,58;13,531;14,585;15,758;17,067;18,534;20,183;21,832
947;-0,3988;15,7567;0,07855;12,498;13,209;13,65;13,892;14,276;14,544;14,952;15,757;16,623;17,116;17,462;17,992;18,348;19,049;20,34;11,629;12,579;13,53;14,584;15,757;17,066;18,532;20,181;21,83
948;-0,398;15,7556;0,07856;12,497;13,207;13,648;13,89;14,275;14,542;14,951;15,756;16,622;17,115;17,461;17,991;18,347;19,048;20,338;11,627;12,578;13,528;14,583;15,756;17,065;18,531;20,18;21,828
949;-0,3973;15,7545;0,07856;12,495;13,206;13,647;13,889;14,274;14,541;14,95;15,755;16,621;17,114;17,459;17,989;18,346;19,046;20,336;11,626;12,577;13,527;14,582;15,754;17,063;18,53;20,178;21,826
950;-0,3965;15,7534;0,07857;12,494;13,205;13,646;13,888;14,272;14,54;14,948;15,753;16,62;17,113;17,458;17,988;18,345;19,045;20,335;11,624;12,575;13,526;14,581;15,753;17,062;18,528;20,177;21,825
951;-0,3957;15,7522;0,07857;12,493;13,204;13,645;13,887;14,271;14,539;14,947;15,752;16,619;17,112;17,457;17,987;18,343;19,043;20,333;11,623;12,574;13,525;14,579;15,752;17,061;18,527;20,174;21,822
952;-0,3949;15,7511;0,07857;12,492;13,203;13,644;13,886;14,27;14,538;14,946;15,751;16,618;17,11;17,456;17,985;18,342;19,042;20,331;11,622;12,573;13,524;14,578;15,751;17,06;18,525;20,173;21,82
953;-0,3941;15,75;0,07858;12,49;13,201;13,643;13,884;14,269;14,537;14,945;15,75;16,617;17,109;17,455;17,984;18,341;19,04;20,33;11,62;12,571;13,523;14,577;15,75;17,059;18,524;20,171;21,818
954;-0,3933;15,7489;0,07858;12,489;13,2;13,641;13,883;14,268;14,536;14,944;15,749;16,615;17,108;17,453;17,983;18,339;19,039;20,328;11,619;12,57;13,521;14,576;15,749;17,058;18,523;20,169;21,816
955;-0,3925;15,7478;0,07859;12,487;13,199;13,64;13,882;14,267;14,534;14,943;15,748;16,614;17,107;17,452;17,982;18,338;19,038;20,327;11,617;12,569;13,52;14,575;15,748;17,056;18,522;20,168;21,815
956;-0,3917;15,7466;0,07859;12,486;13,198;13,639;13,881;14,265;14,533;14,942;15,747;16,613;17,106;17,451;17,98;18,336;19,036;20,324;11,616;12,568;13,519;14,574;15,747;17,055;18,52;20,166;21,812
957;-0,391;15,7455;0,0786;12,485;13,196;13,638;13,88;14,264;14,532;14,941;15,746;16,612;17,105;17,45;17,979;18,335;19,035;20,323;11,614;12,566;13,518;14,573;15,746;17,054;18,519;20,165;21,811
958;-0,3902;15,7444;0,0786;12,484;13,195;13,637;13,879;14,263;14,531;14,94;15,744;16,611;17,103;17,448;17,978;18,334;19,033;20,321;11,613;12,565;13,517;14,571;15,744;17,053;18,517;20,163;21,808
959;-0,3894;15,7433;0,07861;12,482;13,194;13,635;13,877;14,262;14,53;14,938;15,743;16,61;17,102;17,447;17,977;18,333;19,032;20,32;11,612;12,563;13,515;14,57;15,743;17,052;18,516;20,162;21,807
960;-0,3886;15,7422;0,07861;12,481;13,193;13,634;13,876;14,261;14,529;14,937;15,742;16,609;17,101;17,446;17,975;18,331;19,03;20,318;11,61;12,562;13,514;14,569;15,742;17,051;18,515;20,16;21,805
961;-0,3879;15,7411;0,07861;12,48;13,192;13,633;13,875;14,26;14,528;14,936;15,741;16,607;17,1;17,445;17,974;18,33;19,029;20,316;11,609;12,561;13,513;14,568;15,741;17,049;18,513;20,158;21,803
962;-0,3871;15,74;0,07862;12,478;13,19;13,632;13,874;14,259;14,527;14,935;15,74;16,606;17,099;17,444;17,973;18,329;19,028;20,315;11,608;12,56;13,512;14,567;15,74;17,048;18,512;20,157;21,801
963;-0,3864;15,7388;0,07862;12,477;13,189;13,631;13,873;14,258;14,525;14,934;15,739;16,605;17,097;17,442;17,972;18,327;19,026;20,313;11,607;12,559;13,511;14,566;15,739;17,047;18,511;20,155;21,799
964;-0,3856;15,7377;0,07863;12,476;13,188;13,629;13,872;14,256;14,524;14,933;15,738;16,604;17,096;17,441;17,97;18,326;19,025;20,312;11,605;12,557;13,509;14,565;15,738;17,046;18,51;20,153;21,797
965;-0,3848;15,7366;0,07863;12,475;13,187;13,628;13,871;14,255;14,523;14,932;15,737;16,603;17,095;17,44;17,969;18,325;19,023;20,31;11,604;12,556;13,508;14,564;15,737;17,045;18,508;20,152;21,795
966;-0,3841;15,7355;0,07864;12,473;13,185;13,627;13,869;14,254;14,522;14,931;15,736;16,602;17,094;17,439;17,968;18,324;19,022;20,308;11,602;12,555;13,507;14,562;15,736;17,044;18,507;20,15;21,794
967;-0,3833;15,7344;0,07864;12,472;13,184;13,626;13,868;14,253;14,521;14,93;15,734;16,601;17,093;17,438;17,967;18,322;19,021;20,306;11,601;12,553;13,506;14,561;15,734;17,042;18,506;20,148;21,791
968;-0,3826;15,7333;0,07865;12,471;13,183;13,625;13,867;14,252;14,52;14,928;15,733;16,6;17,092;17,437;17,966;18,321;19,02;20,305;11,599;12,552;13,505;14,56;15,733;17,041;18,504;20,147;21,79
969;-0,3818;15,7322;0,07865;12,47;13,182;13,624;13,866;14,251;14,519;14,927;15,732;16,598;17,09;17,435;17,964;18,32;19,018;20,303;11,598;12,551;13,504;14,559;15,732;17,04;18,503;20,145;21,788
970;-0,3811;15,7311;0,07865;12,468;13,181;13,623;13,865;14,25;14,518;14,926;15,731;16,597;17,089;17,434;17,963;18,318;19,016;20,301;11,597;12,55;13,502;14,558;15,731;17,039;18,501;20,143;21,785
971;-0,3804;15,73;0,07866;12,467;13,18;13,621;13,864;14,248;14,516;14,925;15,73;16,596;17,088;17,433;17,962;18,317;19,015;20,3;11,595;12,548;13,501;14,557;15,73;17,038;18,5;20,142;21,784
972;-0,3796;15,7289;0,07866;12,466;13,178;13,62;13,863;14,247;14,515;14,924;15,729;16,595;17,087;17,432;17,96;18,316;19,014;20,298;11,594;12,547;13,5;14,556;15,729;17,036;18,499;20,14;21,782
973;-0,3789;15,7278;0,07867;12,464;13,177;13,619;13,861;14,246;14,514;14,923;15,728;16,594;17,086;17,431;17,959;18,315;19,013;20,297;11,593;12,546;13,499;14,555;15,728;17,035;18,498;20,139;21,78
974;-0,3782;15,7267;0,07867;12,463;13,176;13,618;13,86;14,245;14,513;14,922;15,727;16,593;17,085;17,429;17,958;18,313;19,011;20,295;11,592;12,545;13,498;14,554;15,727;17,034;18,496;20,137;21,778
975;-0,3774;15,7256;0,07868;12,462;13,175;13,617;13,859;14,244;14,512;14,921;15,726;16,592;17,084;17,428;17,957;18,312;19,01;20,294;11,59;12,543;13,496;14,552;15,726;17,033;18,495;20,136;21,777
976;-0,3767;15,7245;0,07868;12,461;13,174;13,616;13,858;14,243;14,511;14,92;15,725;16,59;17,082;17,427;17,956;18,311;19,008;20,292;11,589;12,542;13,495;14,551;15,724;17,032;18,494;20,134;21,775
977;-0,376;15,7234;0,07869;12,459;13,172;13,614;13,857;14,242;14,51;14,918;15,723;16,589;17,081;17,426;17,954;18,31;19,007;20,291;11,587;12,541;13,494;14,55;15,723;17,031;18,493;20,133;21,773
978;-0,3753;15,7222;0,07869;12,458;13,171;13,613;13,856;14,24;14,509;14,917;15,722;16,588;17,08;17,424;17,953;18,308;19,005;20,289;11,586;12,539;13,493;14,549;15,722;17,03;18,491;20,131;21,771
979;-0,3745;15,7211;0,0787;12,457;13,17;13,612;13,854;14,239;14,507;14,916;15,721;16,587;17,079;17,423;17,952;18,307;19,004;20,287;11,584;12,538;13,492;14,548;15,721;17,028;18,49;20,13;21,77
980;-0,3738;15,72;0,0787;12,455;13,169;13,611;13,853;14,238;14,506;14,915;15,72;16,586;17,078;17,422;17,951;18,306;19,003;20,286;11,583;12,537;13,491;14,547;15,72;17,027;18,489;20,128;21,767
981;-0,3731;15,719;0,07871;12,454;13,167;13,61;13,852;14,237;14,505;14,914;15,719;16,585;17,077;17,421;17,95;18,305;19,002;20,284;11,582;12,536;13,489;14,546;15,719;17,026;18,488;20,127;21,766
982;-0,3724;15,7179;0,07871;12,453;13,166;13,609;13,851;14,236;14,504;14,913;15,718;16,584;17,075;17,42;17,948;18,303;19;20,283;11,581;12,534;13,488;14,545;15,718;17,025;18,486;20,125;21,764
983;-0,3717;15,7168;0,07872;12,452;13,165;13,607;13,85;14,235;14,503;14,912;15,717;16,583;17,074;17,419;17,947;18,302;18,999;20,281;11,579;12,533;13,487;14,543;15,717;17,024;18,485;20,124;21,763
984;-0,371;15,7157;0,07872;12,45;13,164;13,606;13,849;14,234;14,502;14,911;15,716;16,581;17,073;17,418;17,946;18,301;18,998;20,279;11,578;12,532;13,486;14,542;15,716;17,023;18,484;20,122;21,76
985;-0,3703;15,7146;0,07872;12,449;13,163;13,605;13,848;14,233;14,501;14,91;15,715;16,58;17,072;17,416;17,944;18,299;18,996;20,278;11,577;12,531;13,485;14,541;15,715;17,022;18,482;20,12;21,758
986;-0,3696;15,7135;0,07873;12,448;13,162;13,604;13,846;14,232;14,5;14,909;15,714;16,579;17,071;17,415;17,943;18,298;18,995;20,276;11,575;12,529;13,484;14,54;15,714;17,02;18,481;20,119;21,757
987;-0,3689;15,7124;0,07873;12,447;13,16;13,603;13,845;14,23;14,499;14,907;15,712;16,578;17,07;17,414;17,942;18,297;18,993;20,274;11,574;12,528;13,483;14,539;15,712;17,019;18,48;20,117;21,755
988;-0,3682;15,7113;0,07874;12,445;13,159;13,602;13,844;14,229;14,497;14,906;15,711;16,577;17,069;17,413;17,941;18,296;18,992;20,273;11,572;12,527;13,481;14,538;15,711;17,018;18,479;20,116;21,753
989;-0,3675;15,7102;0,07874;12,444;13,158;13,6;13,843;14,228;14,496;14,905;15,71;16,576;17,067;17,412;17,94;18,294;18,991;20,271;11,571;12,526;13,48;14,537;15,71;17,017;18,477;20,114;21,751
990;-0,3668;15,7091;0,07875;12,443;13,157;13,599;13,842;14,227;14,495;14,904;15,709;16,575;17,066;17,411;17,939;18,293;18,989;20,27;11,57;12,524;13,479;14,536;15,709;17,016;18,476;20,113;21,75
991;-0,3661;15,708;0,07875;12,442;13,156;13,598;13,841;14,226;14,494;14,903;15,708;16,574;17,065;17,409;17,937;18,292;18,988;20,268;11,569;12,523;13,478;14,535;15,708;17,015;18,475;20,111;21,747
992;-0,3655;15,7069;0,07876;12,44;13,154;13,597;13,839;14,225;14,493;14,902;15,707;16,573;17,064;17,408;17,936;18,291;18,987;20,267;11,567;12,522;13,477;14,533;15,707;17,014;18,473;20,11;21,746
993;-0,3648;15,7058;0,07876;12,439;13,153;13,596;13,838;14,224;14,492;14,901;15,706;16,571;17,063;17,407;17,935;18,289;18,985;20,265;11,566;12,521;13,475;14,532;15,706;17,012;18,472;20,108;21,744
994;-0,3641;15,7047;0,07877;12,438;13,152;13,595;13,837;14,222;14,491;14,9;15,705;16,57;17,062;17,406;17,934;18,288;18,984;20,264;11,564;12,519;13,474;14,531;15,705;17,011;18,471;20,107;21,743
995;-0,3634;15,7037;0,07877;12,437;13,151;13,594;13,836;14,222;14,49;14,899;15,704;16,569;17,061;17,405;17,932;18,287;18,983;20,262;11,563;12,518;13,473;14,53;15,704;17,01;18,47;20,105;21,741
996;-0,3628;15,7026;0,07878;12,435;13,15;13,592;13,835;14,22;14,489;14,898;15,703;16,568;17,06;17,404;17,931;18,286;18,982;20,261;11,562;12,517;13,472;14,529;15,703;17,009;18,469;20,104;21,739
997;-0,3621;15,7015;0,07878;12,434;13,149;13,591;13,834;14,219;14,488;14,896;15,702;16,567;17,058;17,402;17,93;18,284;18,98;20,259;11,561;12,516;13,471;14,528;15,702;17,008;18,467;20,102;21,737
998;-0,3614;15,7004;0,07879;12,433;13,147;13,59;13,833;14,218;14,486;14,895;15,7;16,566;17,057;17,401;17,929;18,283;18,979;20,258;11,559;12,514;13,47;14,527;15,7;17,007;18,466;20,101;21,736
999;-0,3608;15,6993;0,07879;12,432;13,146;13,589;13,832;14,217;14,485;14,894;15,699;16,565;17,056;17,4;17,928;18,282;18,977;20,256;11,558;12,513;13,468;14,526;15,699;17,006;18,465;20,099;21,734
1000;-0,3601;15,6982;0,0788;12,43;13,145;13,588;13,83;14,216;14,484;14,893;15,698;16,564;17,055;17,399;17,927;18,281;18,976;20,255;11,556;12,512;13,467;14,525;15,698;17,005;18,463;20,098;21,732
1001;-0,3594;15,6971;0,0788;12,429;13,144;13,587;13,829;14,215;14,483;14,892;15,697;16,562;17,054;17,398;17,925;18,279;18,975;20,253;11,555;12,511;13,466;14,524;15,697;17,003;18,462;20,096;21,73
1002;-0,3588;15,6961;0,07881;12,428;13,142;13,585;13,828;14,214;14,482;14,891;15,696;16,562;17,053;17,397;17,924;18,278;18,974;20,252;11,554;12,509;13,465;14,522;15,696;17,002;18,461;20,095;21,729
1003;-0,3581;15,695;0,07881;12,427;13,141;13,584;13,827;14,213;14,481;14,89;15,695;16,56;17,052;17,396;17,923;18,277;18,972;20,25;11,553;12,508;13,464;14,521;15,695;17,001;18,46;20,093;21,727
1004;-0,3575;15,6939;0,07882;12,425;13,14;13,583;13,826;14,211;14,48;14,889;15,694;16,559;17,051;17,394;17,922;18,276;18,971;20,249;11,551;12,507;13,463;14,52;15,694;17;18,459;20,092;21,726
1005;-0,3568;15,6928;0,07882;12,424;13,139;13,582;13,825;14,21;14,479;14,888;15,693;16,558;17,049;17,393;17,92;18,275;18,97;20,247;11,55;12,506;13,462;14,519;15,693;16,999;18,457;20,09;21,723
