Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
1116;-0,5684;15,3852;0,08557;12,026;12,741;13,189;13,437;13,833;14,11;14,536;15,385;16,315;16,851;17,23;17,816;18,214;19,004;20,49;11,147;12,107;13,067;14,152;15,385;16,796;18,42;20,306;22,191
1117;-0,5684;15,3846;0,08558;12,025;12,74;13,189;13,436;13,832;14,109;14,535;15,385;16,315;16,85;17,229;17,816;18,214;19,004;20,49;11,146;12,106;13,066;14,151;15,385;16,795;18,42;20,305;22,191
1118;-0,5684;15,384;0,08559;12,024;12,739;13,188;13,435;13,831;14,109;14,535;15,384;16,314;16,85;17,229;17,815;18,213;19,004;20,49;11,145;12,105;13,065;14,151;15,384;16,795;18,42;20,305;22,191
1119;-0,5684;15,3835;0,0856;12,024;12,739;13,187;13,435;13,831;14,108;14,534;15,384;16,314;16,85;17,229;17,815;18,213;19,004;20,49;11,145;12,105;13,065;14,15;15,384;16,794;18,419;20,305;22,191
1120;-0,5684;15,3829;0,08561;12,023;12,738;13,186;13,434;13,83;14,107;14,533;15,383;16,313;16,849;17,228;17,815;18,213;19,003;20,49;11,144;12,104;13,064;14,149;15,383;16,794;18,419;20,305;22,192
1121;-0,5684;15,3824;0,08563;12,022;12,737;13,186;13,433;13,829;14,107;14,533;15,382;16,313;16,849;17,228;17,815;18,213;19,004;20,491;11,143;12,103;13,063;14,149;15,382;16,794;18,419;20,306;22,193
1122;-0,5684;15,3818;0,08564;12,021;12,736;13,185;13,432;13,828;14,106;14,532;15,382;16,312;16,849;17,228;17,814;18,213;19,004;20,491;11,142;12,102;13,062;14,148;15,382;16,793;18,419;20,306;22,193
1123;-0,5684;15,3813;0,08565;12,02;12,736;13,184;13,432;13,828;14,105;14,531;15,381;16,312;16,848;17,227;17,814;18,212;19,003;20,491;11,141;12,101;13,062;14,147;15,381;16,793;18,419;20,306;22,193
1124;-0,5684;15,3808;0,08566;12,019;12,735;13,184;13,431;13,827;14,105;14,531;15,381;16,311;16,848;17,227;17,814;18,212;19,003;20,491;11,14;12,101;13,061;14,147;15,381;16,793;18,419;20,306;22,194
1125;-0,5684;15,3802;0,08567;12,019;12,734;13,183;13,43;13,826;14,104;14,53;15,38;16,311;16,847;17,226;17,814;18,212;19,003;20,491;11,139;12,1;13,06;14,146;15,38;16,792;18,418;20,306;22,194
1126;-0,5684;15,3797;0,08569;12,018;12,733;13,182;13,43;13,826;14,103;14,529;15,38;16,311;16,847;17,226;17,814;18,212;19,003;20,492;11,138;12,099;13,059;14,145;15,38;16,792;18,419;20,307;22,195
1127;-0,5684;15,3791;0,0857;12,017;12,732;13,181;13,429;13,825;14,103;14,529;15,379;16,31;16,847;17,226;17,813;18,212;19,003;20,492;11,137;12,098;13,059;14,145;15,379;16,791;18,418;20,307;22,195
1128;-0,5684;15,3786;0,08571;12,016;12,732;13,18;13,428;13,824;14,102;14,528;15,379;16,31;16,846;17,226;17,813;18,211;19,003;20,492;11,137;12,097;13,058;14,144;15,379;16,791;18,418;20,307;22,195
1129;-0,5684;15,378;0,08572;12,015;12,731;13,18;13,428;13,824;14,101;14,528;15,378;16,309;16,846;17,225;17,813;18,211;19,003;20,492;11,136;12,097;13,057;14,143;15,378;16,791;18,418;20,307;22,196
1130;-0,5684;15,3775;0,08574;12,014;12,73;13,179;13,427;13,823;14,101;14,527;15,378;16,309;16,846;17,225;17,813;18,211;19,003;20,493;11,135;12,096;13,056;14,143;15,378;16,79;18,418;20,307;22,197
1131;-0,5684;15,377;0,08575;12,014;12,729;13,178;13,426;13,822;14,1;14,526;15,377;16,308;16,845;17,225;17,812;18,211;19,003;20,493;11,134;12,095;13,056;14,142;15,377;16,79;18,418;20,308;22,197
1132;-0,5684;15,3764;0,08576;12,013;12,729;13,177;13,425;13,821;14,099;14,526;15,376;16,308;16,845;17,224;17,812;18,211;19,003;20,493;11,133;12,094;13,055;14,141;15,376;16,79;18,418;20,307;22,197
1133;-0,5684;15,3759;0,08577;12,012;12,728;13,177;13,425;13,821;14,099;14,525;15,376;16,307;16,844;17,224;17,812;18,21;19,003;20,493;11,132;12,093;13,054;14,141;15,376;16,789;18,417;20,308;22,198
1134;-0,5684;15,3754;0,08579;12,011;12,727;13,176;13,424;13,82;14,098;14,524;15,375;16,307;16,844;17,224;17,812;18,211;19,003;20,494;11,131;12,092;13,053;14,14;15,375;16,789;18,418;20,308;22,199
1135;-0,5684;15,3748;0,0858;12,01;12,726;13,175;13,423;13,819;14,097;14,524;15,375;16,307;16,844;17,223;17,811;18,21;19,003;20,494;11,13;12,092;13,053;14,139;15,375;16,788;18,417;20,308;22,199
1136;-0,5684;15,3743;0,08581;12,01;12,726;13,175;13,422;13,819;14,097;14,523;15,374;16,306;16,843;17,223;17,811;18,21;19,003;20,494;11,13;12,091;13,052;14,139;15,374;16,788;18,417;20,308;22,199
1137;-0,5684;15,3738;0,08582;12,009;12,725;13,174;13,422;13,818;14,096;14,523;15,374;16,306;16,843;17,223;17,811;18,21;19,003;20,494;11,129;12,09;13,051;14,138;15,374;16,788;18,417;20,308;22,2
1138;-0,5684;15,3733;0,08584;12,008;12,724;13,173;13,421;13,817;14,095;14,522;15,373;16,306;16,843;17,223;17,811;18,21;19,003;20,495;11,128;12,089;13,05;14,137;15,373;16,788;18,417;20,309;22,201
1139;-0,5684;15,3727;0,08585;12,007;12,723;13,172;13,42;13,817;14,095;14,521;15,373;16,305;16,842;17,222;17,811;18,21;19,003;20,495;11,127;12,088;13,05;14,137;15,373;16,787;18,417;20,309;22,201
1140;-0,5684;15,3722;0,08586;12,006;12,722;13,172;13,42;13,816;14,094;14,521;15,372;16,305;16,842;17,222;17,81;18,21;19,003;20,495;11,126;12,088;13,049;14,136;15,372;16,787;18,417;20,309;22,202
1141;-0,5684;15,3717;0,08588;12,005;12,721;13,171;13,419;13,815;14,093;14,52;15,372;16,304;16,842;17,222;17,81;18,21;19,003;20,496;11,125;12,087;13,048;14,135;15,372;16,787;18,417;20,31;22,203
1142;-0,5684;15,3712;0,08589;12,005;12,721;13,17;13,418;13,815;14,093;14,52;15,371;16,304;16,841;17,222;17,81;18,209;19,003;20,496;11,124;12,086;13,047;14,135;15,371;16,786;18,417;20,31;22,203
1143;-0,5684;15,3707;0,0859;12,004;12,72;13,169;13,417;13,814;14,092;14,519;15,371;16,303;16,841;17,221;17,81;18,209;19,003;20,496;11,123;12,085;13,047;14,134;15,371;16,786;18,416;20,31;22,203
1144;-0,5684;15,3702;0,08592;12,003;12,719;13,169;13,417;13,813;14,091;14,518;15,37;16,303;16,841;17,221;17,81;18,209;19,003;20,496;11,122;12,084;13,046;14,133;15,37;16,786;18,417;20,311;22,205
1145;-0,5684;15,3696;0,08593;12,002;12,718;13,168;13,416;13,813;14,091;14,518;15,37;16,303;16,84;17,221;17,81;18,209;19,003;20,496;11,121;12,083;13,045;14,133;15,37;16,785;18,416;20,311;22,205
1146;-0,5684;15,3691;0,08594;12,001;12,718;13,167;13,415;13,812;14,09;14,517;15,369;16,302;16,84;17,22;17,809;18,209;19,003;20,497;11,121;12,083;13,044;14,132;15,369;16,785;18,416;20,311;22,205
1147;-0,5684;15,3686;0,08596;12;12,717;13,166;13,414;13,811;14,089;14,516;15,369;16,302;16,84;17,22;17,809;18,209;19,003;20,497;11,12;12,082;13,044;14,131;15,369;16,785;18,416;20,311;22,207
1148;-0,5684;15,3681;0,08597;12;12,716;13,166;13,414;13,811;14,089;14,516;15,368;16,301;16,84;17,22;17,809;18,209;19,003;20,497;11,119;12,081;13,043;14,131;15,368;16,784;18,416;20,311;22,207
1149;-0,5684;15,3676;0,08598;11,999;12,715;13,165;13,413;13,81;14,088;14,515;15,368;16,301;16,839;17,22;17,809;18,209;19,003;20,498;11,118;12,08;13,042;14,13;15,368;16,784;18,416;20,312;22,207
1150;-0,5684;15,3671;0,086;11,998;12,715;13,164;13,412;13,809;14,087;14,515;15,367;16,301;16,839;17,22;17,809;18,209;19,003;20,498;11,117;12,079;13,041;14,129;15,367;16,784;18,416;20,312;22,208
1151;-0,5684;15,3666;0,08601;11,997;12,714;13,163;13,412;13,809;14,087;14,514;15,367;16,3;16,839;17,219;17,809;18,209;19,003;20,498;11,116;12,078;13,041;14,129;15,367;16,783;18,416;20,312;22,209
1152;-0,5684;15,3661;0,08602;11,996;12,713;13,163;13,411;13,808;14,086;14,514;15,366;16,3;16,838;17,219;17,808;18,208;19,003;20,498;11,115;12,078;13,04;14,128;15,366;16,783;18,416;20,312;22,209
1153;-0,5684;15,3656;0,08604;11,995;12,712;13,162;13,41;13,807;14,085;14,513;15,366;16,3;16,838;17,219;17,808;18,208;19,003;20,499;11,114;12,077;13,039;14,128;15,366;16,783;18,416;20,313;22,21
1154;-0,5684;15,3651;0,08605;11,995;12,712;13,161;13,41;13,806;14,085;14,512;15,365;16,299;16,838;17,218;17,808;18,208;19,003;20,499;11,113;12,076;13,038;14,127;15,365;16,782;18,416;20,313;22,211
1155;-0,5684;15,3646;0,08606;11,994;12,711;13,161;13,409;13,806;14,084;14,512;15,365;16,299;16,837;17,218;17,808;18,208;19,003;20,499;11,113;12,075;13,038;14,126;15,365;16,782;18,416;20,313;22,211
1156;-0,5684;15,3641;0,08608;11,993;12,71;13,16;13,408;13,805;14,084;14,511;15,364;16,299;16,837;17,218;17,808;18,208;19,004;20,5;11,112;12,074;13,037;14,126;15,364;16,782;18,416;20,314;22,212
1157;-0,5684;15,3636;0,08609;11,992;12,709;13,159;13,407;13,804;14,083;14,51;15,364;16,298;16,837;17,218;17,808;18,208;19,003;20,5;11,111;12,074;13,036;14,125;15,364;16,781;18,416;20,314;22,213
1158;-0,5684;15,3631;0,08611;11,991;12,708;13,158;13,407;13,804;14,082;14,51;15,363;16,298;16,837;17,218;17,808;18,208;19,004;20,501;11,11;12,073;13,035;14,124;15,363;16,781;18,416;20,315;22,214
1159;-0,5684;15,3626;0,08612;11,99;12,708;13,157;13,406;13,803;14,082;14,509;15,363;16,297;16,836;17,217;17,807;18,208;19,004;20,501;11,109;12,072;13,035;14,124;15,363;16,781;18,416;20,315;22,214
1160;-0,5684;15,3621;0,08614;11,989;12,707;13,157;13,405;13,802;14,081;14,509;15,362;16,297;16,836;17,217;17,808;18,208;19,004;20,502;11,108;12,071;13,034;14,123;15,362;16,781;18,416;20,316;22,215
1161;-0,5684;15,3616;0,08615;11,989;12,706;13,156;13,404;13,802;14,08;14,508;15,362;16,297;16,836;17,217;17,807;18,208;19,004;20,502;11,107;12,07;13,033;14,122;15,362;16,78;18,416;20,316;22,216
1162;-0,5684;15,3611;0,08616;11,988;12,705;13,155;13,404;13,801;14,08;14,507;15,361;16,296;16,835;17,217;17,807;18,208;19,004;20,502;11,106;12,069;13,032;14,122;15,361;16,78;18,415;20,316;22,216
1163;-0,5684;15,3606;0,08618;11,987;12,704;13,154;13,403;13,8;14,079;14,507;15,361;16,296;16,835;17,217;17,807;18,208;19,004;20,503;11,105;12,068;13,032;14,121;15,361;16,78;18,416;20,317;22,217
1164;-0,5684;15,3601;0,08619;11,986;12,704;13,154;13,402;13,8;14,078;14,506;15,36;16,296;16,835;17,216;17,807;18,208;19,004;20,503;11,104;12,068;13,031;14,121;15,36;16,779;18,416;20,317;22,218
1165;-0,5684;15,3597;0,08621;11,985;12,703;13,153;13,402;13,799;14,078;14,506;15,36;16,295;16,835;17,216;17,807;18,208;19,005;20,504;11,103;12,067;13,03;14,12;15,36;16,779;18,416;20,318;22,219
1166;-0,5684;15,3592;0,08622;11,985;12,702;13,152;13,401;13,798;14,077;14,505;15,359;16,295;16,834;17,216;17,807;18,208;19,005;20,504;11,103;12,066;13,029;14,119;15,359;16,779;18,416;20,318;22,219
1167;-0,5684;15,3587;0,08624;11,984;12,701;13,151;13,4;13,798;14,076;14,504;15,359;16,295;16,834;17,216;17,807;18,208;19,005;20,505;11,101;12,065;13,029;14,119;15,359;16,779;18,416;20,318;22,221
1168;-0,5684;15,3582;0,08625;11,983;12,701;13,151;13,399;13,797;14,076;14,504;15,358;16,294;16,834;17,215;17,807;18,208;19,005;20,505;11,101;12,064;13,028;14,118;15,358;16,778;18,416;20,318;22,221
1169;-0,5684;15,3577;0,08627;11,982;12,7;13,15;13,399;13,796;14,075;14,503;15,358;16,294;16,834;17,215;17,807;18,208;19,005;20,506;11,099;12,063;13,027;14,117;15,358;16,778;18,416;20,319;22,222
1170;-0,5684;15,3572;0,08628;11,981;12,699;13,149;13,398;13,796;14,074;14,503;15,357;16,293;16,833;17,215;17,806;18,208;19,005;20,506;11,099;12,063;13,026;14,117;15,357;16,778;18,416;20,319;22,223
1171;-0,5684;15,3568;0,08629;11,98;12,698;13,149;13,397;13,795;14,074;14,502;15,357;16,293;16,833;17,215;17,806;18,207;19,005;20,506;11,098;12,062;13,026;14,116;15,357;16,777;18,416;20,319;22,223
1172;-0,5684;15,3563;0,08631;11,979;12,697;13,148;13,397;13,794;14,073;14,502;15,356;16,293;16,833;17,215;17,806;18,208;19,005;20,507;11,097;12,061;13,025;14,115;15,356;16,777;18,416;20,32;22,224
1173;-0,5684;15,3558;0,08632;11,979;12,697;13,147;13,396;13,794;14,073;14,501;15,356;16,292;16,833;17,214;17,806;18,207;19,005;20,507;11,096;12,06;13,024;14,115;15,356;16,777;18,416;20,32;22,225
1174;-0,5684;15,3553;0,08634;11,978;12,696;13,146;13,395;13,793;14,072;14,5;15,355;16,292;16,832;17,214;17,806;18,208;19,006;20,508;11,095;12,059;13,023;14,114;15,355;16,777;18,416;20,321;22,226
1175;-0,5684;15,3549;0,08635;11,977;12,695;13,146;13,394;13,792;14,071;14,5;15,355;16,292;16,832;17,214;17,806;18,207;19,006;20,508;11,094;12,058;13,023;14,114;15,355;16,776;18,416;20,321;22,227
1176;-0,5684;15,3544;0,08637;11,976;12,694;13,145;13,394;13,792;14,071;14,499;15,354;16,292;16,832;17,214;17,806;18,208;19,006;20,509;11,093;12,057;13,022;14,113;15,354;16,776;18,416;20,322;22,228
1177;-0,5684;15,3539;0,08638;11,975;12,694;13,144;13,393;13,791;14,07;14,499;15,354;16,291;16,832;17,214;17,806;18,207;19,006;20,509;11,092;12,057;13,021;14,112;15,354;16,776;18,416;20,322;22,228
1178;-0,5684;15,3535;0,0864;11,974;12,693;13,143;13,392;13,79;14,069;14,498;15,354;16,291;16,831;17,214;17,806;18,208;19,006;20,51;11,091;12,056;13,02;14,112;15,354;16,776;18,416;20,323;22,23
1179;-0,5684;15,353;0,08641;11,974;12,692;13,143;13,392;13,79;14,069;14,497;15,353;16,29;16,831;17,213;17,806;18,207;19,006;20,51;11,091;12,055;13,02;14,111;15,353;16,775;18,416;20,323;22,23
1180;-0,5684;15,3525;0,08643;11,973;12,691;13,142;13,391;13,789;14,068;14,497;15,353;16,29;16,831;17,213;17,806;18,208;19,007;20,511;11,089;12,054;13,019;14,11;15,352;16,775;18,416;20,324;22,231
1181;-0,5684;15,3521;0,08645;11,972;12,69;13,141;13,39;13,788;14,067;14,496;15,352;16,29;16,831;17,213;17,806;18,208;19,007;20,512;11,088;12,053;13,018;14,11;15,352;16,775;18,417;20,325;22,233
1182;-0,5684;15,3516;0,08646;11,971;12,689;13,14;13,389;13,788;14,067;14,496;15,352;16,29;16,83;17,213;17,806;18,208;19,007;20,512;11,088;12,052;13,017;14,109;15,352;16,775;18,416;20,325;22,233
1183;-0,5684;15,3511;0,08648;11,97;12,689;13,139;13,389;13,787;14,066;14,495;15,351;16,289;16,83;17,213;17,806;18,208;19,007;20,513;11,086;12,051;13,016;14,108;15,351;16,775;18,417;20,325;22,234
1184;-0,5684;15,3507;0,08649;11,969;12,688;13,139;13,388;13,786;14,066;14,495;15,351;16,289;16,83;17,213;17,805;18,208;19,007;20,513;11,086;12,051;13,016;14,108;15,351;16,774;18,416;20,326;22,235
1185;-0,5684;15,3502;0,08651;11,968;12,687;13,138;13,387;13,785;14,065;14,494;15,35;16,289;16,83;17,213;17,806;18,208;19,008;20,514;11,085;12,05;13,015;14,107;15,35;16,774;18,417;20,326;22,236
1186;-0,5684;15,3497;0,08652;11,968;12,686;13,137;13,386;13,785;14,064;14,493;15,35;16,288;16,83;17,212;17,805;18,208;19,008;20,514;11,084;12,049;13,014;14,107;15,35;16,774;18,417;20,326;22,236
1187;-0,5684;15,3493;0,08654;11,967;12,685;13,137;13,386;13,784;14,064;14,493;15,349;16,288;16,829;17,212;17,805;18,208;19,008;20,515;11,083;12,048;13,013;14,106;15,349;16,774;18,417;20,327;22,238
1188;-0,5684;15,3488;0,08655;11,966;12,685;13,136;13,385;13,784;14,063;14,492;15,349;16,288;16,829;17,212;17,805;18,208;19,008;20,515;11,082;12,047;13,013;14,105;15,349;16,773;18,417;20,327;22,238
1189;-0,5684;15,3484;0,08657;11,965;12,684;13,135;13,384;13,783;14,062;14,492;15,348;16,287;16,829;17,212;17,805;18,208;19,009;20,516;11,081;12,046;13,012;14,105;15,348;16,773;18,417;20,328;22,24
1190;-0,5684;15,3479;0,08659;11,964;12,683;13,134;13,383;13,782;14,062;14,491;15,348;16,287;16,829;17,212;17,805;18,208;19,009;20,517;11,08;12,045;13,011;14,104;15,348;16,773;18,417;20,329;22,241
1191;-0,5684;15,3475;0,0866;11,963;12,682;13,134;13,383;13,782;14,061;14,49;15,348;16,287;16,829;17,212;17,805;18,208;19,009;20,517;11,079;12,045;13,011;14,103;15,348;16,773;18,417;20,329;22,241
1192;-0,5684;15,347;0,08662;11,962;12,681;13,133;13,382;13,781;14,06;14,49;15,347;16,286;16,828;17,212;17,805;18,208;19,009;20,518;11,078;12,044;13,01;14,103;15,347;16,773;18,417;20,33;22,243
1193;-0,5684;15,3465;0,08663;11,961;12,681;13,132;13,381;13,78;14,06;14,489;15,347;16,286;16,828;17,211;17,805;18,208;19,009;20,518;11,077;12,043;13,009;14,102;15,346;16,772;18,417;20,33;22,243
1194;-0,5684;15,3461;0,08665;11,961;12,68;13,131;13,381;13,779;14,059;14,489;15,346;16,286;16,828;17,211;17,805;18,208;19,01;20,519;11,076;12,042;13,008;14,101;15,346;16,772;18,418;20,331;22,244
1195;-0,5684;15,3456;0,08666;11,96;12,679;13,131;13,38;13,779;14,059;14,488;15,346;16,285;16,828;17,211;17,805;18,208;19,01;20,519;11,075;12,041;13,007;14,101;15,346;16,772;18,417;20,331;22,245
1196;-0,5684;15,3452;0,08668;11,959;12,678;13,13;13,379;13,778;14,058;14,488;15,345;16,285;16,828;17,211;17,805;18,208;19,01;20,52;11,074;12,04;13,007;14,1;15,345;16,772;18,418;20,332;22,246
1197;-0,5684;15,3448;0,0867;11,958;12,678;13,129;13,379;13,777;14,057;14,487;15,345;16,285;16,827;17,211;17,805;18,209;19,011;20,521;11,073;12,04;13,006;14,1;15,345;16,772;18,418;20,333;22,248
1198;-0,5684;15,3443;0,08671;11,957;12,677;13,128;13,378;13,777;14,057;14,486;15,344;16,285;16,827;17,211;17,805;18,209;19,011;20,521;11,072;12,039;13,005;14,099;15,344;16,771;18,418;20,333;22,248
1199;-0,5684;15,3439;0,08673;11,956;12,676;13,128;13,377;13,776;14,056;14,486;15,344;16,284;16,827;17,211;17,805;18,209;19,011;20,522;11,071;12,038;13,004;14,098;15,344;16,771;18,418;20,334;22,249
1200;-0,5684;15,3434;0,08675;11,955;12,675;13,127;13,376;13,775;14,055;14,485;15,343;16,284;16,827;17,211;17,805;18,209;19,011;20,523;11,07;12,037;13,003;14,098;15,343;16,771;18,418;20,335;22,251
1201;-0,5684;15,343;0,08676;11,955;12,674;13,126;13,376;13,775;14,055;14,485;15,343;16,284;16,827;17,21;17,805;18,209;19,011;20,523;11,07;12,036;13,003;14,097;15,343;16,771;18,418;20,335;22,251
1202;-0,5684;15,3425;0,08678;11,954;12,673;13,125;13,375;13,774;14,054;14,484;15,343;16,284;16,826;17,21;17,805;18,209;19,012;20,524;11,068;12,035;13,002;14,096;15,342;16,77;18,419;20,336;22,253
1203;-0,5684;15,3421;0,08679;11,953;12,673;13,125;13,374;13,774;14,054;14,484;15,342;16,283;16,826;17,21;17,805;18,209;19,012;20,524;11,068;12,035;13,001;14,096;15,342;16,77;18,418;20,336;22,253
1204;-0,5684;15,3416;0,08681;11,952;12,672;13,124;13,374;13,773;14,053;14,483;15,342;16,283;16,826;17,21;17,805;18,209;19,012;20,525;11,067;12,034;13,001;14,095;15,342;16,77;18,419;20,336;22,254
1205;-0,5684;15,3412;0,08683;11,951;12,671;13,123;13,373;13,772;14,052;14,482;15,341;16,283;16,826;17,21;17,805;18,209;19,013;20,526;11,066;12,033;13;14,095;15,341;16,77;18,419;20,337;22,256
1206;-0,5684;15,3408;0,08684;11,95;12,671;13,123;13,372;13,772;14,052;14,482;15,341;16,282;16,826;17,21;17,805;18,209;19,013;20,526;11,065;12,032;12,999;14,094;15,341;16,77;18,419;20,338;22,256
1207;-0,5684;15,3403;0,08686;11,949;12,67;13,122;13,371;13,771;14,051;14,481;15,34;16,282;16,825;17,21;17,805;18,209;19,013;20,527;11,064;12,031;12,998;14,093;15,34;16,769;18,419;20,338;22,258
1208;-0,5684;15,3399;0,08688;11,948;12,669;13,121;13,371;13,77;14,05;14,481;15,34;16,282;16,825;17,21;17,805;18,21;19,014;20,528;11,063;12,03;12,997;14,093;15,34;16,769;18,419;20,339;22,259
1209;-0,5684;15,3395;0,08689;11,948;12,668;13,12;13,37;13,77;14,05;14,48;15,34;16,282;16,825;17,21;17,805;18,21;19,014;20,528;11,062;12,029;12,997;14,092;15,34;16,769;18,419;20,339;22,259
1210;-0,5684;15,339;0,08691;11,947;12,667;13,119;13,369;13,769;14,049;14,48;15,339;16,281;16,825;17,209;17,805;18,21;19,014;20,529;11,061;12,028;12,996;14,091;15,339;16,769;18,42;20,34;22,261
1211;-0,5684;15,3386;0,08693;11,946;12,666;13,119;13,368;13,768;14,048;14,479;15,339;16,281;16,825;17,209;17,805;18,21;19,014;20,53;11,06;12,027;12,995;14,091;15,339;16,769;18,42;20,341;22,262
1212;-0,5684;15,3382;0,08694;11,945;12,666;13,118;13,368;13,768;14,048;14,478;15,338;16,281;16,825;17,209;17,805;18,21;19,014;20,53;11,059;12,027;12,995;14,09;15,338;16,769;18,42;20,341;22,263
1213;-0,5684;15,3377;0,08696;11,944;12,665;13,117;13,367;13,767;14,047;14,478;15,338;16,28;16,824;17,209;17,805;18,21;19,015;20,531;11,058;12,026;12,994;14,09;15,338;16,768;18,42;20,342;22,264
1214;-0,5684;15,3373;0,08698;11,943;12,664;13,116;13,366;13,766;14,046;14,477;15,337;16,28;16,824;17,209;17,806;18,21;19,015;20,532;11,057;12,025;12,993;14,089;15,337;16,768;18,42;20,343;22,265
1215;-0,5684;15,3369;0,08699;11,942;12,663;13,116;13,366;13,766;14,046;14,477;15,337;16,28;16,824;17,209;17,805;18,21;19,015;20,532;11,056;12,024;12,992;14,088;15,337;16,768;18,42;20,343;22,266
1216;-0,5684;15,3364;0,08701;11,941;12,662;13,115;13,365;13,765;14,045;14,476;15,336;16,28;16,824;17,209;17,805;18,21;19,016;20,533;11,055;12,023;12,991;14,088;15,336;16,768;18,421;20,344;22,267
1217;-0,5684;15,336;0,08703;11,94;12,662;13,114;13,364;13,764;14,045;14,476;15,336;16,279;16,824;17,209;17,806;18,211;19,016;20,534;11,054;12,022;12,991;14,087;15,336;16,768;18,421;20,345;22,269
1218;-0,5684;15,3356;0,08704;11,94;12,661;13,114;13,364;13,764;14,044;14,475;15,336;16,279;16,824;17,209;17,805;18,211;19,016;20,534;11,053;12,022;12,99;14,087;15,336;16,768;18,421;20,345;22,269
1219;-0,5684;15,3352;0,08706;11,939;12,66;13,113;13,363;13,763;14,043;14,474;15,335;16,279;16,824;17,209;17,806;18,211;19,017;20,535;11,052;12,021;12,989;14,086;15,335;16,767;18,421;20,346;22,271
1220;-0,5684;15,3347;0,08708;11,938;12,659;13,112;13,362;13,762;14,043;14,474;15,335;16,279;16,823;17,209;17,806;18,211;19,017;20,536;11,051;12,02;12,988;14,085;15,335;16,767;18,421;20,347;22,272
1221;-0,5684;15,3343;0,0871;11,937;12,658;13,111;13,361;13,761;14,042;14,473;15,334;16,278;16,823;17,209;17,806;18,211;19,018;20,537;11,05;12,019;12,987;14,085;15,334;16,767;18,422;20,348;22,273
1222;-0,5684;15,3339;0,08711;11,936;12,658;13,111;13,361;13,761;14,042;14,473;15,334;16,278;16,823;17,208;17,806;18,211;19,018;20,537;11,049;12,018;12,987;14,084;15,334;16,767;18,422;20,348;22,274
1223;-0,5684;15,3335;0,08713;11,935;12,657;13,11;13,36;13,76;14,041;14,472;15,334;16,278;16,823;17,208;17,806;18,212;19,018;20,538;11,048;12,017;12,986;14,083;15,334;16,767;18,422;20,349;22,275
1224;-0,5684;15,3331;0,08715;11,934;12,656;13,109;13,359;13,759;14,04;14,472;15,333;16,278;16,823;17,209;17,806;18,212;19,019;20,539;11,047;12,016;12,985;14,083;15,333;16,767;18,422;20,35;22,277
1225;-0,5684;15,3326;0,08716;11,934;12,655;13,108;13,359;13,759;14,04;14,471;15,333;16,277;16,823;17,208;17,806;18,212;19,019;20,539;11,046;12,016;12,985;14,082;15,333;16,766;18,422;20,35;22,277
