Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
1376;-0,5684;15,2796;0,09004;11,801;12,536;12,999;13,254;13,664;13,952;14,394;15,28;16,254;16,817;17,216;17,836;18,258;19,097;20,685;10,897;11,884;12,872;13,995;15,28;16,759;18,476;20,487;22,497
1377;-0,5684;15,2793;0,09006;11,8;12,535;12,998;13,254;13,663;13,951;14,394;15,279;16,254;16,817;17,217;17,836;18,258;19,098;20,686;10,896;11,884;12,871;13,995;15,279;16,759;18,477;20,488;22,499
1378;-0,5684;15,279;0,09008;11,799;12,535;12,997;13,253;13,663;13,95;14,393;15,279;16,254;16,817;17,217;17,837;18,258;19,098;20,687;10,895;11,883;12,871;13,994;15,279;16,759;18,477;20,489;22,5
1379;-0,5684;15,2788;0,0901;11,799;12,534;12,996;13,252;13,662;13,95;14,393;15,279;16,254;16,817;17,217;17,837;18,259;19,099;20,688;10,894;11,882;12,87;13,994;15,279;16,759;18,478;20,49;22,502
1380;-0,5684;15,2785;0,09012;11,798;12,533;12,996;13,252;13,662;13,949;14,392;15,279;16,253;16,818;17,217;17,837;18,259;19,1;20,689;10,893;11,881;12,869;13,993;15,278;16,759;18,478;20,491;22,504
1381;-0,5684;15,2782;0,09013;11,797;12,533;12,995;13,251;13,661;13,949;14,392;15,278;16,253;16,817;17,217;17,837;18,259;19,1;20,69;10,892;11,881;12,869;13,993;15,278;16,759;18,478;20,491;22,504
1382;-0,5684;15,2779;0,09015;11,796;12,532;12,995;13,251;13,661;13,948;14,391;15,278;16,253;16,817;17,217;17,838;18,26;19,101;20,691;10,891;11,88;12,868;13,992;15,278;16,759;18,479;20,492;22,506
1383;-0,5684;15,2777;0,09017;11,796;12,531;12,994;13,25;13,66;13,948;14,391;15,278;16,253;16,818;17,217;17,838;18,26;19,101;20,692;10,89;11,879;12,868;13,992;15,278;16,759;18,479;20,494;22,508
1384;-0,5684;15,2774;0,09019;11,795;12,53;12,993;13,249;13,659;13,947;14,391;15,277;16,253;16,818;17,218;17,838;18,261;19,102;20,693;10,889;11,878;12,867;13,991;15,277;16,759;18,48;20,495;22,509
1385;-0,5684;15,2771;0,09021;11,794;12,53;12,993;13,249;13,659;13,947;14,39;15,277;16,253;16,818;17,218;17,839;18,261;19,103;20,694;10,888;11,877;12,866;13,991;15,277;16,759;18,48;20,496;22,511
1386;-0,5684;15,2769;0,09023;11,793;12,529;12,992;13,248;13,658;13,946;14,39;15,277;16,253;16,818;17,218;17,839;18,262;19,103;20,696;10,887;11,876;12,865;13,99;15,277;16,76;18,481;20,497;22,513
1387;-0,5684;15,2766;0,09025;11,792;12,528;12,991;13,247;13,658;13,946;14,389;15,277;16,253;16,818;17,218;17,839;18,262;19,104;20,697;10,886;11,876;12,865;13,99;15,277;16,76;18,481;20,498;22,514
1388;-0,5684;15,2763;0,09027;11,791;12,527;12,991;13,247;13,657;13,945;14,389;15,276;16,253;16,818;17,218;17,84;18,262;19,105;20,698;10,885;11,875;12,864;13,989;15,276;16,76;18,482;20,499;22,516
1389;-0,5684;15,2761;0,09029;11,791;12,527;12,99;13,246;13,657;13,945;14,388;15,276;16,253;16,818;17,218;17,84;18,263;19,105;20,699;10,885;11,874;12,863;13,989;15,276;16,76;18,483;20,5;22,518
1390;-0,5684;15,2758;0,09031;11,79;12,526;12,989;13,246;13,656;13,944;14,388;15,276;16,253;16,818;17,219;17,84;18,263;19,106;20,7;10,884;11,873;12,863;13,988;15,276;16,76;18,483;20,501;22,52
1391;-0,5684;15,2755;0,09033;11,789;12,525;12,989;13,245;13,655;13,944;14,387;15,276;16,253;16,818;17,219;17,841;18,264;19,107;20,701;10,883;11,872;12,862;13,987;15,276;16,76;18,483;20,502;22,521
1392;-0,5684;15,2753;0,09035;11,788;12,525;12,988;13,244;13,655;13,943;14,387;15,275;16,253;16,818;17,219;17,841;18,264;19,107;20,703;10,882;11,872;12,861;13,987;15,275;16,76;18,484;20,503;22,523
1393;-0,5684;15,275;0,09037;11,787;12,524;12,987;13,244;13,654;13,943;14,387;15,275;16,253;16,818;17,219;17,841;18,265;19,108;20,704;10,881;11,871;12,861;13,986;15,275;16,76;18,484;20,505;22,525
1394;-0,5684;15,2748;0,09039;11,786;12,523;12,987;13,243;13,654;13,942;14,386;15,275;16,253;16,818;17,219;17,842;18,265;19,109;20,705;10,88;11,87;12,86;13,986;15,275;16,76;18,485;20,506;22,526
1395;-0,5684;15,2745;0,09041;11,786;12,522;12,986;13,242;13,653;13,942;14,386;15,275;16,253;16,818;17,219;17,842;18,266;19,109;20,706;10,879;11,869;12,859;13,986;15,274;16,76;18,486;20,507;22,528
1396;-0,5684;15,2742;0,09043;11,785;12,522;12,985;13,242;13,653;13,941;14,385;15,274;16,252;16,818;17,22;17,842;18,266;19,11;20,707;10,878;11,868;12,859;13,985;15,274;16,76;18,486;20,508;22,53
1397;-0,5684;15,274;0,09045;11,784;12,521;12,985;13,241;13,652;13,941;14,385;15,274;16,252;16,819;17,22;17,843;18,266;19,111;20,708;10,877;11,867;12,858;13,985;15,274;16,76;18,487;20,509;22,531
1398;-0,5684;15,2737;0,09047;11,783;12,52;12,984;13,241;13,652;13,94;14,384;15,274;16,252;16,819;17,22;17,843;18,267;19,111;20,71;10,876;11,867;12,857;13,984;15,274;16,76;18,487;20,51;22,533
1399;-0,5684;15,2735;0,09049;11,782;12,519;12,983;13,24;13,651;13,94;14,384;15,274;16,252;16,819;17,22;17,843;18,267;19,112;20,711;10,875;11,866;12,857;13,984;15,274;16,76;18,488;20,511;22,535
1400;-0,5684;15,2732;0,0905;11,782;12,519;12,983;13,239;13,651;13,939;14,384;15,273;16,252;16,819;17,22;17,843;18,267;19,112;20,711;10,874;11,865;12,856;13,983;15,273;16,76;18,488;20,512;22,535
1401;-0,5684;15,273;0,09052;11,781;12,518;12,982;13,239;13,65;13,939;14,383;15,273;16,252;16,819;17,22;17,844;18,268;19,113;20,712;10,874;11,864;12,855;13,983;15,273;16,76;18,488;20,513;22,537
1402;-0,5684;15,2727;0,09054;11,78;12,517;12,981;13,238;13,649;13,938;14,383;15,273;16,252;16,819;17,221;17,844;18,268;19,114;20,714;10,873;11,864;12,855;13,982;15,273;16,76;18,489;20,514;22,539
1403;-0,5684;15,2725;0,09056;11,779;12,517;12,981;13,238;13,649;13,938;14,382;15,273;16,252;16,819;17,221;17,845;18,269;19,115;20,715;10,872;11,863;12,854;13,982;15,272;16,761;18,489;20,515;22,541
1404;-0,5684;15,2722;0,09058;11,779;12,516;12,98;13,237;13,648;13,937;14,382;15,272;16,252;16,819;17,221;17,845;18,269;19,115;20,716;10,871;11,862;12,853;13,981;15,272;16,761;18,49;20,516;22,542
1405;-0,5684;15,272;0,0906;11,778;12,515;12,98;13,236;13,648;13,937;14,382;15,272;16,252;16,819;17,221;17,845;18,27;19,116;20,717;10,87;11,861;12,853;13,981;15,272;16,761;18,49;20,517;22,544
1406;-0,5684;15,2717;0,09062;11,777;12,515;12,979;13,236;13,647;13,936;14,381;15,272;16,252;16,819;17,221;17,846;18,27;19,117;20,718;10,869;11,86;12,852;13,98;15,272;16,761;18,491;20,518;22,546
1407;-0,5684;15,2715;0,09064;11,776;12,514;12,978;13,235;13,647;13,936;14,381;15,272;16,252;16,819;17,222;17,846;18,271;19,117;20,719;10,868;11,86;12,851;13,98;15,272;16,761;18,491;20,519;22,548
1408;-0,5684;15,2713;0,09066;11,775;12,513;12,978;13,235;13,646;13,935;14,38;15,271;16,252;16,82;17,222;17,846;18,271;19,118;20,721;10,867;11,859;12,851;13,979;15,271;16,761;18,492;20,521;22,549
1409;-0,5684;15,271;0,09068;11,774;12,512;12,977;13,234;13,646;13,935;14,38;15,271;16,252;16,82;17,222;17,847;18,272;19,119;20,722;10,866;11,858;12,85;13,979;15,271;16,761;18,492;20,522;22,551
1410;-0,5684;15,2708;0,0907;11,774;12,512;12,976;13,233;13,645;13,934;14,38;15,271;16,252;16,82;17,222;17,847;18,272;19,119;20,723;10,865;11,857;12,849;13,978;15,271;16,761;18,493;20,523;22,553
1411;-0,5684;15,2705;0,09072;11,773;12,511;12,976;13,233;13,645;13,934;14,379;15,271;16,252;16,82;17,222;17,847;18,273;19,12;20,724;10,864;11,856;12,849;13,978;15,27;16,761;18,493;20,524;22,554
1412;-0,5684;15,2703;0,09074;11,772;12,51;12,975;13,232;13,644;13,933;14,379;15,27;16,252;16,82;17,223;17,848;18,273;19,121;20,725;10,863;11,856;12,848;13,977;15,27;16,761;18,494;20,525;22,556
1413;-0,5684;15,2701;0,09076;11,771;12,51;12,974;13,232;13,644;13,933;14,378;15,27;16,252;16,82;17,223;17,848;18,274;19,122;20,727;10,862;11,855;12,847;13,977;15,27;16,761;18,495;20,526;22,558
1414;-0,5684;15,2698;0,09078;11,77;12,509;12,974;13,231;13,643;13,932;14,378;15,27;16,252;16,82;17,223;17,848;18,274;19,122;20,728;10,861;11,854;12,847;13,976;15,27;16,761;18,495;20,527;22,56
1415;-0,5684;15,2696;0,0908;11,77;12,508;12,973;13,23;13,642;13,932;14,377;15,27;16,252;16,82;17,223;17,849;18,275;19,123;20,729;10,86;11,853;12,846;13,976;15,27;16,762;18,496;20,529;22,561
1416;-0,5684;15,2694;0,09081;11,769;12,508;12,973;13,23;13,642;13,932;14,377;15,269;16,252;16,82;17,223;17,849;18,275;19,123;20,73;10,86;11,853;12,846;13,976;15,269;16,762;18,496;20,529;22,562
1417;-0,5684;15,2691;0,09083;11,768;12,507;12,972;13,229;13,642;13,931;14,377;15,269;16,252;16,82;17,223;17,849;18,275;19,124;20,731;10,859;11,852;12,845;13,975;15,269;16,762;18,496;20,53;22,564
1418;-0,5684;15,2689;0,09085;11,767;12,506;12,971;13,229;13,641;13,931;14,376;15,269;16,252;16,82;17,224;17,85;18,276;19,125;20,732;10,858;11,851;12,844;13,975;15,269;16,762;18,497;20,531;22,566
1419;-0,5684;15,2687;0,09087;11,767;12,506;12,971;13,228;13,64;13,93;14,376;15,269;16,252;16,821;17,224;17,85;18,276;19,125;20,733;10,857;11,85;12,844;13,974;15,269;16,762;18,497;20,532;22,567
1420;-0,5684;15,2685;0,09089;11,766;12,505;12,97;13,228;13,64;13,93;14,376;15,269;16,252;16,821;17,224;17,85;18,277;19,126;20,734;10,856;11,85;12,843;13,974;15,268;16,762;18,498;20,534;22,569
1421;-0,5684;15,2682;0,09091;11,765;12,504;12,969;13,227;13,639;13,929;14,375;15,268;16,251;16,821;17,224;17,851;18,277;19,127;20,736;10,855;11,849;12,842;13,973;15,268;16,762;18,498;20,535;22,571
1422;-0,5684;15,268;0,09093;11,764;12,503;12,969;13,226;13,639;13,929;14,375;15,268;16,251;16,821;17,224;17,851;18,278;19,128;20,737;10,854;11,848;12,842;13,973;15,268;16,762;18,499;20,536;22,573
1423;-0,5684;15,2678;0,09095;11,764;12,503;12,968;13,226;13,638;13,928;14,374;15,268;16,252;16,821;17,225;17,852;18,278;19,128;20,738;10,853;11,847;12,841;13,972;15,268;16,762;18,5;20,537;22,575
1424;-0,5684;15,2676;0,09097;11,763;12,502;12,968;13,225;13,638;13,928;14,374;15,268;16,252;16,821;17,225;17,852;18,279;19,129;20,739;10,852;11,846;12,84;13,972;15,268;16,762;18,5;20,538;22,576
1425;-0,5684;15,2673;0,09099;11,762;12,501;12,967;13,225;13,637;13,927;14,374;15,267;16,251;16,821;17,225;17,852;18,279;19,13;20,74;10,851;11,846;12,84;13,971;15,267;16,762;18,501;20,539;22,578
1426;-0,5684;15,2671;0,09101;11,761;12,501;12,966;13,224;13,637;13,927;14,373;15,267;16,251;16,821;17,225;17,853;18,28;19,131;20,742;10,851;11,845;12,839;13,971;15,267;16,763;18,501;20,541;22,58
1427;-0,5684;15,2669;0,09103;11,76;12,5;12,966;13,223;13,636;13,926;14,373;15,267;16,251;16,821;17,226;17,853;18,28;19,131;20,743;10,85;11,844;12,838;13,97;15,267;16,763;18,502;20,542;22,582
1428;-0,5684;15,2667;0,09105;11,76;12,499;12,965;13,223;13,636;13,926;14,372;15,267;16,251;16,822;17,226;17,853;18,281;19,132;20,744;10,849;11,843;12,838;13,97;15,267;16,763;18,502;20,543;22,583
1429;-0,5684;15,2665;0,09107;11,759;12,499;12,964;13,222;13,635;13,925;14,372;15,267;16,251;16,822;17,226;17,854;18,281;19,133;20,745;10,848;11,843;12,837;13,969;15,266;16,763;18,503;20,544;22,585
1430;-0,5684;15,2662;0,09109;11,758;12,498;12,964;13,222;13,635;13,925;14,372;15,266;16,251;16,822;17,226;17,854;18,281;19,133;20,747;10,847;11,842;12,836;13,969;15,266;16,763;18,504;20,545;22,587
1431;-0,5684;15,266;0,0911;11,757;12,497;12,963;13,221;13,634;13,925;14,371;15,266;16,251;16,822;17,226;17,854;18,282;19,134;20,747;10,846;11,841;12,836;13,969;15,266;16,763;18,504;20,546;22,588
1432;-0,5684;15,2658;0,09112;11,757;12,497;12,963;13,221;13,634;13,924;14,371;15,266;16,251;16,822;17,226;17,855;18,282;19,134;20,748;10,845;11,84;12,835;13,968;15,266;16,763;18,504;20,547;22,589
1433;-0,5684;15,2656;0,09114;11,756;12,496;12,962;13,22;13,633;13,924;14,371;15,266;16,251;16,822;17,227;17,855;18,283;19,135;20,75;10,845;11,84;12,835;13,968;15,266;16,763;18,505;20,548;22,591
1434;-0,5684;15,2654;0,09116;11,755;12,495;12,962;13,219;13,633;13,923;14,37;15,265;16,251;16,822;17,227;17,855;18,283;19,136;20,751;10,844;11,839;12,834;13,967;15,265;16,763;18,505;20,549;22,593
1435;-0,5684;15,2652;0,09118;11,754;12,495;12,961;13,219;13,632;13,923;14,37;15,265;16,251;16,822;17,227;17,856;18,284;19,137;20,752;10,843;11,838;12,834;13,967;15,265;16,763;18,506;20,55;22,595
1436;-0,5684;15,265;0,0912;11,754;12,494;12,96;13,218;13,632;13,922;14,369;15,265;16,251;16,823;17,227;17,856;18,284;19,137;20,753;10,842;11,837;12,833;13,966;15,265;16,764;18,507;20,552;22,597
1437;-0,5684;15,2648;0,09122;11,753;12,493;12,96;13,218;13,631;13,922;14,369;15,265;16,251;16,823;17,228;17,857;18,285;19,138;20,755;10,841;11,837;12,832;13,966;15,265;16,764;18,507;20,553;22,598
1438;-0,5684;15,2646;0,09124;11,752;12,493;12,959;13,217;13,631;13,921;14,369;15,265;16,251;16,823;17,228;17,857;18,285;19,139;20,756;10,84;11,836;12,832;13,965;15,265;16,764;18,508;20,554;22,6
1439;-0,5684;15,2644;0,09126;11,751;12,492;12,958;13,217;13,63;13,921;14,368;15,264;16,251;16,823;17,228;17,858;18,286;19,14;20,757;10,839;11,835;12,831;13,965;15,264;16,764;18,508;20,555;22,602
1440;-0,5684;15,2642;0,09128;11,75;12,491;12,958;13,216;13,63;13,92;14,368;15,264;16,251;16,823;17,228;17,858;18,286;19,141;20,758;10,838;11,834;12,83;13,965;15,264;16,764;18,509;20,556;22,604
1441;-0,5684;15,264;0,0913;11,75;12,491;12,957;13,215;13,629;13,92;14,368;15,264;16,251;16,823;17,229;17,858;18,287;19,141;20,76;10,837;11,834;12,83;13,964;15,264;16,764;18,51;20,558;22,606
1442;-0,5684;15,2638;0,09132;11,749;12,49;12,957;13,215;13,629;13,92;14,367;15,264;16,251;16,823;17,229;17,859;18,287;19,142;20,761;10,836;11,833;12,829;13,964;15,264;16,764;18,51;20,559;22,607
1443;-0,5684;15,2636;0,09134;11,748;12,489;12,956;13,214;13,628;13,919;14,367;15,264;16,251;16,824;17,229;17,859;18,288;19,143;20,762;10,835;11,832;12,828;13,963;15,264;16,765;18,511;20,56;22,609
1444;-0,5684;15,2634;0,09136;11,747;12,489;12,955;13,214;13,628;13,919;14,366;15,263;16,251;16,824;17,229;17,86;18,288;19,144;20,763;10,835;11,831;12,828;13,963;15,263;16,765;18,511;20,561;22,611
1445;-0,5684;15,2632;0,09138;11,747;12,488;12,955;13,213;13,627;13,918;14,366;15,263;16,251;16,824;17,23;17,86;18,289;19,144;20,765;10,834;11,83;12,827;13,962;15,263;16,765;18,512;20,562;22,613
1446;-0,5684;15,263;0,09139;11,746;12,487;12,954;13,213;13,627;13,918;14,366;15,263;16,251;16,824;17,23;17,86;18,289;19,145;20,765;10,833;11,83;12,827;13,962;15,263;16,765;18,512;20,563;22,613
1447;-0,5684;15,2628;0,09141;11,745;12,487;12,954;13,212;13,626;13,917;14,365;15,263;16,251;16,824;17,23;17,86;18,29;19,145;20,766;10,832;11,829;12,826;13,962;15,263;16,765;18,513;20,564;22,615
1448;-0,5684;15,2626;0,09143;11,744;12,486;12,953;13,212;13,626;13,917;14,365;15,263;16,251;16,824;17,23;17,861;18,29;19,146;20,768;10,831;11,828;12,826;13,961;15,263;16,765;18,513;20,565;22,617
1449;-0,5684;15,2624;0,09145;11,744;12,485;12,953;13,211;13,625;13,917;14,365;15,262;16,251;16,824;17,23;17,861;18,291;19,147;20,769;10,83;11,828;12,825;13,961;15,262;16,765;18,514;20,566;22,619
1450;-0,5684;15,2622;0,09147;11,743;12,485;12,952;13,211;13,625;13,916;14,364;15,262;16,251;16,824;17,231;17,862;18,291;19,148;20,77;10,83;11,827;12,824;13,96;15,262;16,765;18,514;20,568;22,621
1451;-0,5684;15,262;0,09149;11,742;12,484;12,951;13,21;13,624;13,916;14,364;15,262;16,251;16,825;17,231;17,862;18,292;19,148;20,771;10,829;11,826;12,824;13,96;15,262;16,765;18,515;20,569;22,622
1452;-0,5684;15,2619;0,09151;11,741;12,483;12,951;13,209;13,624;13,915;14,364;15,262;16,252;16,825;17,231;17,863;18,292;19,149;20,773;10,828;11,825;12,823;13,959;15,262;16,766;18,516;20,57;22,624
1453;-0,5684;15,2617;0,09153;11,741;12,483;12,95;13,209;13,623;13,915;14,363;15,262;16,252;16,825;17,232;17,863;18,293;19,15;20,774;10,827;11,825;12,822;13,959;15,262;16,766;18,516;20,571;22,626
1454;-0,5684;15,2615;0,09155;11,74;12,482;12,95;13,208;13,623;13,914;14,363;15,262;16,252;16,825;17,232;17,863;18,293;19,151;20,775;10,826;11,824;12,822;13,958;15,262;16,766;18,517;20,572;22,628
1455;-0,5684;15,2613;0,09157;11,739;12,481;12,949;13,208;13,622;13,914;14,362;15,261;16,252;16,825;17,232;17,864;18,294;19,152;20,777;10,825;11,823;12,821;13,958;15,261;16,766;18,517;20,574;22,63
1456;-0,5684;15,2611;0,09159;11,738;12,481;12,948;13,207;13,622;13,913;14,362;15,261;16,252;16,825;17,232;17,864;18,294;19,152;20,778;10,824;11,822;12,821;13,958;15,261;16,766;18,518;20,575;22,632
1457;-0,5684;15,2609;0,09161;11,738;12,48;12,948;13,207;13,621;13,913;14,362;15,261;16,252;16,826;17,233;17,865;18,295;19,153;20,779;10,823;11,822;12,82;13,957;15,261;16,766;18,519;20,576;22,633
1458;-0,5684;15,2608;0,09163;11,737;12,479;12,947;13,206;13,621;13,913;14,361;15,261;16,252;16,826;17,233;17,865;18,296;19,154;20,781;10,822;11,821;12,819;13,957;15,261;16,767;18,519;20,577;22,635
1459;-0,5684;15,2606;0,09165;11,736;12,479;12,947;13,206;13,62;13,912;14,361;15,261;16,252;16,826;17,233;17,866;18,296;19,155;20,782;10,822;11,82;12,819;13,956;15,261;16,767;18,52;20,579;22,637
1460;-0,5684;15,2604;0,09167;11,735;12,478;12,946;13,205;13,62;13,912;14,361;15,26;16,252;16,826;17,233;17,866;18,297;19,156;20,783;10,821;11,819;12,818;13,956;15,26;16,767;18,52;20,58;22,639
1461;-0,5684;15,2602;0,09168;11,735;12,478;12,946;13,205;13,62;13,911;14,36;15,26;16,252;16,826;17,233;17,866;18,297;19,156;20,784;10,82;11,819;12,818;13,956;15,26;16,767;18,521;20,58;22,64
1462;-0,5684;15,2601;0,0917;11,734;12,477;12,945;13,204;13,619;13,911;14,36;15,26;16,252;16,826;17,234;17,867;18,297;19,157;20,785;10,819;11,818;12,817;13,955;15,26;16,767;18,521;20,582;22,642
1463;-0,5684;15,2599;0,09172;11,733;12,476;12,944;13,204;13,619;13,911;14,36;15,26;16,252;16,826;17,234;17,867;18,298;19,157;20,786;10,818;11,817;12,817;13,955;15,26;16,767;18,522;20,583;22,644
1464;-0,5684;15,2597;0,09174;11,733;12,476;12,944;13,203;13,618;13,91;14,359;15,26;16,252;16,827;17,234;17,867;18,298;19,158;20,787;10,817;11,817;12,816;13,954;15,26;16,767;18,522;20,584;22,645
1465;-0,5684;15,2596;0,09176;11,732;12,475;12,943;13,202;13,618;13,91;14,359;15,26;16,252;16,827;17,235;17,868;18,299;19,159;20,789;10,817;11,816;12,815;13,954;15,26;16,768;18,523;20,585;22,647
1466;-0,5684;15,2594;0,09178;11,731;12,474;12,943;13,202;13,617;13,909;14,359;15,259;16,252;16,827;17,235;17,868;18,3;19,16;20,79;10,816;11,815;12,815;13,953;15,259;16,768;18,524;20,586;22,649
1467;-0,5684;15,2592;0,0918;11,73;12,474;12,942;13,201;13,617;13,909;14,358;15,259;16,252;16,827;17,235;17,869;18,3;19,161;20,791;10,815;11,814;12,814;13,953;15,259;16,768;18,524;20,588;22,651
1468;-0,5684;15,2591;0,09182;11,73;12,473;12,942;13,201;13,616;13,908;14,358;15,259;16,252;16,827;17,235;17,869;18,301;19,162;20,793;10,814;11,814;12,814;13,953;15,259;16,768;18,525;20,589;22,653
1469;-0,5684;15,2589;0,09184;11,729;12,472;12,941;13,2;13,616;13,908;14,358;15,259;16,252;16,828;17,236;17,87;18,301;19,162;20,794;10,813;11,813;12,813;13,952;15,259;16,768;18,526;20,59;22,655
1470;-0,5684;15,2587;0,09186;11,728;12,472;12,94;13,2;13,615;13,908;14,357;15,259;16,252;16,828;17,236;17,87;18,302;19,163;20,795;10,812;11,812;12,812;13,952;15,259;16,768;18,526;20,591;22,656
1471;-0,5684;15,2586;0,09188;11,727;12,471;12,94;13,199;13,615;13,907;14,357;15,259;16,252;16,828;17,236;17,871;18,303;19,164;20,797;10,811;11,812;12,812;13,951;15,259;16,769;18,527;20,593;22,658
1472;-0,5684;15,2584;0,0919;11,727;12,47;12,939;13,199;13,614;13,907;14,357;15,258;16,252;16,828;17,237;17,871;18,303;19,165;20,798;10,81;11,811;12,811;13,951;15,258;16,769;18,528;20,594;22,66
1473;-0,5684;15,2583;0,09192;11,726;12,47;12,939;13,198;13,614;13,906;14,356;15,258;16,252;16,828;17,237;17,872;18,304;19,166;20,799;10,81;11,81;12,811;13,951;15,258;16,769;18,528;20,595;22,662
1474;-0,5684;15,2581;0,09194;11,725;12,469;12,938;13,198;13,614;13,906;14,356;15,258;16,252;16,829;17,237;17,872;18,304;19,166;20,801;10,809;11,809;12,81;13,95;15,258;16,769;18,529;20,596;22,664
1475;-0,5684;15,2579;0,09196;11,724;12,469;12,937;13,197;13,613;13,905;14,356;15,258;16,252;16,829;17,237;17,872;18,305;19,167;20,802;10,808;11,809;12,809;13,95;15,258;16,769;18,529;20,598;22,666
1476;-0,5684;15,2578;0,09198;11,724;12,468;12,937;13,197;13,613;13,905;14,355;15,258;16,253;16,829;17,238;17,873;18,305;19,168;20,803;10,807;11,808;12,809;13,949;15,258;16,77;18,53;20,599;22,668
1477;-0,5684;15,2576;0,092;11,723;12,467;12,936;13,196;13,612;13,905;14,355;15,258;16,253;16,829;17,238;17,873;18,306;19,169;20,805;10,806;11,807;12,808;13,949;15,258;16,77;18,531;20,6;22,67
1478;-0,5684;15,2575;0,09201;11,722;12,467;12,936;13,196;13,612;13,904;14,355;15,258;16,253;16,829;17,238;17,874;18,306;19,169;20,805;10,806;11,807;12,808;13,949;15,258;16,77;18,531;20,601;22,67
1479;-0,5684;15,2573;0,09203;11,722;12,466;12,935;13,195;13,611;13,904;14,354;15,257;16,253;16,829;17,238;17,874;18,307;19,17;20,806;10,805;11,806;12,807;13,948;15,257;16,77;18,532;20,602;22,672
1480;-0,5684;15,2572;0,09205;11,721;12,466;12,935;13,195;13,611;13,904;14,354;15,257;16,253;16,83;17,239;17,875;18,307;19,171;20,808;10,804;11,805;12,807;13,948;15,257;16,77;18,532;20,603;22,674
1481;-0,5684;15,257;0,09207;11,72;12,465;12,934;13,194;13,61;13,903;14,354;15,257;16,253;16,83;17,239;17,875;18,308;19,172;20,809;10,803;11,804;12,806;13,947;15,257;16,77;18,533;20,604;22,676
1482;-0,5684;15,2569;0,09209;11,719;12,464;12,934;13,194;13,61;13,903;14,353;15,257;16,253;16,83;17,239;17,875;18,308;19,172;20,81;10,802;11,804;12,805;13,947;15,257;16,77;18,534;20,606;22,678
1483;-0,5684;15,2568;0,09211;11,719;12,464;12,933;13,193;13,61;13,902;14,353;15,257;16,253;16,83;17,24;17,876;18,309;19,173;20,812;10,801;11,803;12,805;13,947;15,257;16,771;18,534;20,607;22,68
1484;-0,5684;15,2566;0,09213;11,718;12,463;12,933;13,192;13,609;13,902;14,353;15,257;16,253;16,83;17,24;17,876;18,31;19,174;20,813;10,8;11,802;12,804;13,946;15,257;16,771;18,535;20,608;22,682
1485;-0,5684;15,2565;0,09215;11,717;12,462;12,932;13,192;13,609;13,902;14,352;15,257;16,253;16,831;17,24;17,877;18,31;19,175;20,815;10,8;11,802;12,804;13,946;15,256;16,771;18,536;20,61;22,684
1486;-0,5684;15,2563;0,09217;11,717;12,462;12,931;13,191;13,608;13,901;14,352;15,256;16,253;16,831;17,241;17,877;18,311;19,176;20,816;10,799;11,801;12,803;13,945;15,256;16,771;18,536;20,611;22,685
1487;-0,5684;15,2562;0,09219;11,716;12,461;12,931;13,191;13,608;13,901;14,352;15,256;16,253;16,831;17,241;17,878;18,311;19,177;20,817;10,798;11,8;12,803;13,945;15,256;16,771;18,537;20,612;22,687
1488;-0,5684;15,2561;0,09221;11,715;12,461;12,93;13,19;13,607;13,9;14,352;15,256;16,253;16,831;17,241;17,878;18,312;19,178;20,819;10,797;11,799;12,802;13,945;15,256;16,772;18,538;20,613;22,689
1489;-0,5684;15,2559;0,09223;11,714;12,46;12,93;13,19;13,607;13,9;14,351;15,256;16,253;16,831;17,242;17,879;18,313;19,178;20,82;10,796;11,799;12,801;13,944;15,256;16,772;18,538;20,615;22,691
1490;-0,5684;15,2558;0,09225;11,714;12,459;12,929;13,189;13,606;13,9;14,351;15,256;16,254;16,832;17,242;17,879;18,313;19,179;20,821;10,795;11,798;12,801;13,944;15,256;16,772;18,539;20,616;22,693
1491;-0,5684;15,2557;0,09227;11,713;12,459;12,929;13,189;13,606;13,899;14,351;15,256;16,254;16,832;17,242;17,88;18,314;19,18;20,823;10,794;11,797;12,8;13,944;15,256;16,772;18,54;20,617;22,695
1492;-0,5684;15,2555;0,09229;11,712;12,458;12,928;13,188;13,605;13,899;14,35;15,256;16,254;16,832;17,243;17,88;18,314;19,181;20,824;10,794;11,797;12,8;13,943;15,256;16,772;18,54;20,619;22,697
1493;-0,5684;15,2554;0,09231;11,711;12,457;12,928;13,188;13,605;13,898;14,35;15,255;16,254;16,832;17,243;17,881;18,315;19,182;20,825;10,793;11,796;12,799;13,943;15,255;16,773;18,541;20,62;22,699
1494;-0,5684;15,2553;0,09232;11,711;12,457;12,927;13,188;13,605;13,898;14,35;15,255;16,254;16,832;17,243;17,881;18,315;19,182;20,826;10,792;11,796;12,799;13,943;15,255;16,773;18,541;20,62;22,7
1495;-0,5684;15,2551;0,09234;11,71;12,456;12,927;13,187;13,604;13,898;14,349;15,255;16,254;16,833;17,243;17,881;18,316;19,183;20,827;10,791;11,795;12,798;13,942;15,255;16,773;18,542;20,622;22,702
1496;-0,5684;15,255;0,09236;11,71;12,456;12,926;13,186;13,604;13,897;14,349;15,255;16,254;16,833;17,244;17,882;18,317;19,184;20,829;10,791;11,794;12,798;13,942;15,255;16,773;18,542;20,623;22,704
